title,url,date,tag,K-E,description,company,publisher,thumb,screenshot,platform
虫潮,https://store.steampowered.com/app/1999170/_/?snr=1_7_7_7000_150_34,2022년 6월 1일,"앞서 해보기,어드벤처,탑다운 슈팅,전투,매크","Insect Swarm,虫潮","인섹트 스웜, 수천수만의 외계 벌레가 떼를 지어 일으키는 끔찍한 파도. 지금 이곳에 서 있는 당신이 바로 이 황폐한 땅의 유일한 생존자다. 치열한 전투의 끝은 과연 죽음일까, 아니면 탈출의 희망일까? 모든 것이 미지수지만 당신은 싸워야 한다. 행성에 남은 마지막 전사여, 죽을힘을 다해 맞서라! 행운의 여신은 그대 편일 테니!",Parallel Portal,NPC Entertainment,https://steamcdn-a.akamaihd.net/steam/apps/1999170/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1999170/ss_5d2b6f86cfb3aebc769d38339e534a2a1aeb586f.116x65.jpg?t=1715854961,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1999170/ss_65257fd88cc08d1ca6ff95f66bfa4c96730d1fb6.116x65.jpg?t=1715854961,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1999170/ss_001106cb1ded89623e2017317dc03e7de2458a0d.116x65.jpg?t=1715854961,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1999170/ss_0c4e75e892408305ca1aa047c4b7234a580c8cc8.116x65.jpg?t=1715854961,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1999170/ss_4ffbb6fcdddc957760679967fd6c1edd8423f4fc.116x65.jpg?t=1715854961,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1999170/ss_32f2ffce6bfb532151388fb6f18e8da9f3247b54.116x65.jpg?t=1715854961,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1999170/ss_886e54ff5218891a160706c9a057c5006cfdc068.116x65.jpg?t=1715854961,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1999170/ss_b4bee06ca0159138b919b5ea497a6d465f7274aa.116x65.jpg?t=1715854961,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1999170/ss_bb044907b8b12385a1964e41db81e081e884b989.116x65.jpg?t=1715854961,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1999170/ss_8b0f71783fd1691004a578aa2ebf6ffb0a1c6a95.116x65.jpg?t=1715854961,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1999170/ss_775a5603aad74364b3c3e0e3aad1a7bc0d0a7b22.116x65.jpg?t=1715854961,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1999170/ss_f9ece4fe96341113f4b648d0ecdb6469eec590d3.116x65.jpg?t=1715854961,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1999170/ss_4bbb3c58614fa2c85e2669b7a860f087e5c99ec9.116x65.jpg?t=1715854961,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1999170/ss_2828e3b09925e756dbcff681076986b77a53b45e.116x65.jpg?t=1715854961",steam
집주인이 너무해,https://store.steampowered.com/app/1404850/_/?snr=1_7_7_7000_150_34,2023년 1월 7일,"로그라이크 덱빌딩,덱빌딩,로그라이트,전략","Luck be a Landlord,집주인이 너무해","집주인이 문을 두드리고 있습니다. 보유한 코인은 1개뿐입니다. 슬롯머신에 코인을 넣자… 잭팟이 터졌습니다! 오늘 밤, 집주인이 너무해(Luck be a Landlord)를 즐겨보세요!",TrampolineTales,TrampolineTales,https://steamcdn-a.akamaihd.net/steam/apps/1404850/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1404850/ss_89cbaf137480878ea8e420fdd7aacb18643aed8a.116x65.jpg?t=1708032271,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1404850/ss_0d8e600788288c6e8e48468fbe7a452624bdf3f2.116x65.jpg?t=1708032271,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1404850/ss_e7d2d196e3018781eb43fd26e8aa3d8d9933a437.116x65.jpg?t=1708032271,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1404850/ss_a63cd3bc70e3c45f5d1fc7427d2e0c63d6990c89.116x65.jpg?t=1708032271,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1404850/ss_c4c61677a8e7ec3730db5ff48ba43d1a1db0c9c5.116x65.jpg?t=1708032271",steam
영웅모집,https://store.steampowered.com/app/2667410/_/?snr=1_7_7_7000_150_34,2023년 11월 17일,"앞서 해보기,덱빌딩,카드 배틀,카드 게임,2D","Heroes Wanted,영웅모집","탐험하고, 전략을 세우고, 영웅을 모집하세요! '영웅모집'은 심플하지만 깊이 있는 게임플레이를 제공하는 독특한 덱 빌딩 로그라이크 게임입니다. 고유한 메커니즘과 재미난 룰을 오랜 시간 동안 신중하게 개발했으며, 이 장르의 팬이라면 반드시 경험해야 할 새로운 도전을 제공합니다. '영웅모집'과 함께 모험의 세계로 뛰어들 준비가 되셨나요?",Gameplete,NEOWIZ,https://steamcdn-a.akamaihd.net/steam/apps/2667410/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2667410/ss_8a63a62aa1d4d4678d6f299e3561a6e02f7b669d.116x65.jpg?t=1714953546,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2667410/ss_e2dd2c203a9d6b983c270bd89008542280a15af3.116x65.jpg?t=1714953546,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2667410/ss_e9aea6eedf0eb3f9f0c50367d8eb5b3ba182c354.116x65.jpg?t=1714953546,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2667410/ss_a06987788df6b9c57d6501aa6892a3cb0b451398.116x65.jpg?t=1714953546,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2667410/ss_ba01480ddb10653b90b8fb79c2391c34b13a879a.116x65.jpg?t=1714953546,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2667410/ss_6c8478132be6d244484e05b99995d29d86917484.116x65.jpg?t=1714953546,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2667410/ss_6289f6f8bdb55d1cb294aed2e5108678682114ad.116x65.jpg?t=1714953546",steam
죠죠의 기묘한 모험 올 스타 배틀 R,https://store.steampowered.com/app/1372110/______R/?snr=1_7_7_7000_150_34,2022년 9월 2일,"애니메이션,액션,격투,PvP,멀티플레이어","JoJo's Bizarre Adventure: All-Star Battle R,죠죠의 기묘한 모험 올 스타 배틀 R","아라키 히로히코가 그려내는 독특한 표현을 재현한 격투 게임! 역대 캐릭터가 모두 50명 집결하여 스탠드, 파문, 모드 등 각 부에서 활약한 힘이 맞부딪힙니다! 이번 작품만의 꿈의 경연, 원작에서는 만나지 못했던 캐릭터들이 서로 주고받는 대사들도 놓치지 마세요!",CyberConnect2 Co. Ltd.,Bandai Namco Entertainment,https://steamcdn-a.akamaihd.net/steam/apps/1372110/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1372110/ss_f465973fdd196f2d7b3725e0bc3f485c21f65849.116x65.jpg?t=1703662512,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1372110/ss_64e3e379d761dcf7061d6ac996868d0df9294901.116x65.jpg?t=1703662512,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1372110/ss_ed05ffcea4f41632e7ecbc05a2a6013ed7e66df7.116x65.jpg?t=1703662512,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1372110/ss_efcec6f942fe7670fdda3d6c6eb5ecba445d88aa.116x65.jpg?t=1703662512,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1372110/ss_daec258b6578597bfbc7c7df71a94bbb87917b94.116x65.jpg?t=1703662512",steam
Half-Life 2,https://store.steampowered.com/app/220/HalfLife_2/?snr=1_7_7_7000_150_34,2007년 10월 10일,"1인칭 슈팅,액션,공상과학,클래식,슈팅",Half-Life 2,"Half-Life는 1998년에 과감한 액션과 끝없이 펼쳐지는 흥미진진한 스토리로 게임 산업에 엄청난 파장을 불러 일으켰습니다. Valve의 데뷔 타이틀은 50개 이상의 올해의 게임 상을 수상했고, PC 게이머로부터 '최고의 PC 게임'으로 선정되었으며, 전 세계적으로 8백만 개 이상 판매되었습니다. 새로 출시된 게임에서는 오리지널 게임의 넘치는 긴장감과 숨가쁜 전개를 그대로 계승하면서 놀랄만한 사실성과 반응성이 추가되었습니다. Half-Life 2 세계에서 플레이어의 행동은 적군과 아군의 감정을 비롯하여 주위의 모든 물리적인 환경에 영향을 미칩니다.",Valve,Valve,https://steamcdn-a.akamaihd.net/steam/apps/220/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/220/0000001864.116x65.jpg?t=1699003213,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/220/0000001865.116x65.jpg?t=1699003213,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/220/0000001866.116x65.jpg?t=1699003213,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/220/0000001867.116x65.jpg?t=1699003213,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/220/0000001868.116x65.jpg?t=1699003213,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/220/0000001869.116x65.jpg?t=1699003213,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/220/0000001870.116x65.jpg?t=1699003213,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/220/0000001871.116x65.jpg?t=1699003213,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/220/0000001872.116x65.jpg?t=1699003213",steam
HALF DEAD 2,https://store.steampowered.com/app/914260/HALF_DEAD_2/?snr=1_7_7_7000_150_34,2019년 8월 2일,"생존,고어,협동,액션,어드벤처,MMO",HALF DEAD 2,"이곳은 생명을 앗아갈 수많은 방들이 있는 여러층의 건물입니다. 다른 플레이어들과 팀을 맺어 함정을 빠져나갈 궁리를 하십시오 (협동모드)! 이것이 질린다면, 무기를 주워 모두를 죽이셔도됩니다 (PvP 모드). 행운을 빕니다.",Room710Games,Room710Games,https://steamcdn-a.akamaihd.net/steam/apps/914260/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/914260/ss_be707465944443bba7c66011af5d5bf06a3689bf.116x65.jpg?t=1667304214,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/914260/ss_19b212598c22d39f1b19e910c51e52deeebc0db3.116x65.jpg?t=1667304214,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/914260/ss_a600a22211dec878e93efa3fd4232b83c074ed83.116x65.jpg?t=1667304214,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/914260/ss_e1e5048f229918647e4d9e6ccf08501f2958a788.116x65.jpg?t=1667304214,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/914260/ss_b3ccaa67076258da7a851bdf6d28a92917c1f7ec.116x65.jpg?t=1667304214,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/914260/ss_98f3040639983145e53d6d28a9c05c92457f2dc0.116x65.jpg?t=1667304214,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/914260/ss_4d425b78ea4314effdb683005fd80f00309bc916.116x65.jpg?t=1667304214,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/914260/ss_b05909e21e384ae3b169dd9384eb417703943ca2.116x65.jpg?t=1667304214,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/914260/ss_074befa11fe25ae33640173e3aa77f9fc8994608.116x65.jpg?t=1667304214,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/914260/ss_b5966ac5b9d25156061e986c836f51be73d2cda7.116x65.jpg?t=1667304214,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/914260/ss_bdda990b449acba645d6a0aa8360250f89816787.116x65.jpg?t=1667304214,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/914260/ss_509d6c2bdb0cbdd539ca81265bd6b01000e24ba4.116x65.jpg?t=1667304214,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/914260/ss_e3976215c767f1b9fa580e8d16cd2f780febf48d.116x65.jpg?t=1667304214,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/914260/ss_5a09be06106e070689c779907cdf1f2ab530f2ff.116x65.jpg?t=1667304214,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/914260/ss_e5f5d3ec9c96290426ae8c609898328f3ca3ae22.116x65.jpg?t=1667304214,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/914260/ss_d2bcfaec0bb147dc0f75c309541e9a304f6d2699.116x65.jpg?t=1667304214",steam
Pony Island,https://store.steampowered.com/app/405640/Pony_Island/?snr=1_7_7_7000_150_34,2016년 1월 5일,"퍼즐,인디,심리적 공포,픽셀 그래픽,해킹",Pony Island,"Pony Island is a suspense puzzle game in disguise. You are in limbo, trapped in a malevolent and malfunctioning arcade machine devised by the devil himself. It is not a game about ponies.",Daniel Mullins Games,Daniel Mullins Games,https://steamcdn-a.akamaihd.net/steam/apps/405640/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/405640/ss_c9745cc5f077e5e49b83d3afc42337e187dcaae2.116x65.jpg?t=1701997794,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/405640/ss_03b5aa443d4ad92516543e24e70998d1b7d50549.116x65.jpg?t=1701997794,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/405640/ss_e037d9675e1ec881682d0c5b4bcb4c3159149718.116x65.jpg?t=1701997794,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/405640/ss_c064bce75252b2ad141b6afa2d39151eb196a6d6.116x65.jpg?t=1701997794,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/405640/ss_b38a055c62deb55c58e90d9ec7342180c0c32931.116x65.jpg?t=1701997794,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/405640/ss_d15b9dedb18844484796fe7127aa220acfd861a6.116x65.jpg?t=1701997794,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/405640/ss_28da14a087605edb88d7f75c4a611b73dccf8a65.116x65.jpg?t=1701997794,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/405640/ss_e5e5d465d04fb1506cb82f27f712a0d73023b2e3.116x65.jpg?t=1701997794,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/405640/ss_47253b0c11e679e7c22ae4a9562c5910d083ef78.116x65.jpg?t=1701997794,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/405640/ss_77c08d64cbdcc2741232a902afc39ae8cf39e91a.116x65.jpg?t=1701997794",steam
FPV LOGIC,https://store.steampowered.com/app/2398030/FPV_LOGIC/?snr=1_7_7_7000_150_34,2023년 6월 30일,"레이싱,비행,시뮬레이션,스포츠,물리,3D",FPV LOGIC,"FPV LOGIC is an FPV drone simulator with near-real physics and operation experience. Whether you enjoy freestyle or racing, you can find the same fun as flying a real drone in this game.",UT STUDIO,UT STUDIO,https://steamcdn-a.akamaihd.net/steam/apps/2398030/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2398030/ss_8cfccd470d1516fbc2b76e133f5ed7c56300e468.116x65.jpg?t=1688114912,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2398030/ss_eccb5f8d401bf358953396eab1b830e88461ea10.116x65.jpg?t=1688114912,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2398030/ss_1b13884c4ac4623bc3990a7930609e561be7b43c.116x65.jpg?t=1688114912,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2398030/ss_61ac88962432b539095071e19d5af56918503ab1.116x65.jpg?t=1688114912,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2398030/ss_91e7697cd8031ef7ed13549ca129c7adcb9fec14.116x65.jpg?t=1688114912,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2398030/ss_1a3dad1d3e317338737d1d2394f8e10de3729ba8.116x65.jpg?t=1688114912,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2398030/ss_9a0882933c435f31dbebe1b7c95661436d01cabe.116x65.jpg?t=1688114912,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2398030/ss_e28fa4b826b1750ed9a6cd79e55fb3f039a60d5a.116x65.jpg?t=1688114912,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2398030/ss_74aaee961bf4b48e2c333c882c7b98a89aa6232d.116x65.jpg?t=1688114912,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2398030/ss_f84615c547bd5913980b511ada236a6d098c4f27.116x65.jpg?t=1688114912,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2398030/ss_d86ccfed641e623fc37a1fd770e4326d962a474c.116x65.jpg?t=1688114912,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2398030/ss_47bdcc1aab191172f36e35e8a2fac351f1238ba7.116x65.jpg?t=1688114912",steam
DOOM II,https://store.steampowered.com/app/2300/DOOM_II/?snr=1_7_7_7000_150_34,2007년 8월 4일,"클래식,1인칭 슈팅,액션,1990년대,복고풍",DOOM II,"지옥이 지구를 침공했습니다. 지구를 구하기 위해 당신은 더 강력한 악마와, 더 강력한 무기로 맞서야 합니다. 혁신적인 신작 DOOM (1993)의 후속작에서 플레이어들은 슈퍼 샷건, 악명 높은 Icon of Sin 보스, 그리고 흥미진진한 FPS 액션을 만나게 됩니다.",id Software,id Software,https://steamcdn-a.akamaihd.net/steam/apps/2300/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2300/0000002380.116x65.jpg?t=1664903328,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2300/0000002379.116x65.jpg?t=1664903328,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2300/0000002378.116x65.jpg?t=1664903328,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2300/0000002381.116x65.jpg?t=1664903328,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2300/0000002382.116x65.jpg?t=1664903328",steam
유적 탐색자,https://store.steampowered.com/app/2510720/_/?snr=1_7_7_7000_150_34,2024년 3월 25일,"액션,로그라이트,탄막 슈팅,탐험,RPG,3D","Artifact Seeker,유적 탐색자","공허의 마왕이 아우로리움 대륙을 침공하였고, 영웅들은 전설 속의 신기를 찾아 마왕에 맞서야 합니다. 부패한 적을 물리치고 신기를 얻거나, 베인 골드를 수집하여 신비한 상인에게 신기를 교환하거나, 제단의 보물상자를 탐험하여 신기를 획득할 수 있습니다. 업그레이드를 거치며 다양한 스킬 조합과 진화된 강력한 기술을 사용하여 적의 무리와 맞서 싸우고, 결국 악의 마왕을 물리칩니다!",Lynkpin Game,BD Games,https://steamcdn-a.akamaihd.net/steam/apps/2510720/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_39c65629e2fa1ab146937f8ce8887244593fddbd.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_c257246d43866f06e6af8a183582f9cb6d8e8de6.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_24c1f793e5ff4861e0e685294a2f77d56d39a3cd.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_fb212c15c28be4245a27c32a0ee8f485d89544be.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_173a9fd4db1ab98f71918e0936c79d60dc91ec0d.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_69403686910703d4ab425617d389902b795da650.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_e091d1fe0ba65b2b119dfa504f0349050dcda1a4.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_e0678e64b04628ce08f6000cf421d2e7803d6027.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_ba9778014c6b424a2b87fe74f85f5111fb32d9d0.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_9c864c5614f9f9022f67cdb66f6a612c13de7d43.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_fc7d6249f876dea535a53d1d712f041d888ca65b.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_93b213a5b9219c142a6742be97513567e5e016fe.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_0c33472f570eaedc22df3534c360863bb7bb7cb0.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_ce010f7abde8027ee4c761b2a8d7a24d5d54b3b4.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_407bb8955a39d86d74aafc14725c7d2da58b7b36.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_37add3b53016261d08452e240011dbe2ce4de04e.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_8f0211ed3a81f304afc90b2b7e4cd5e0d2111673.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_31b7a25010d536baef05cd7b5c82405ecaa58742.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_ea559b4b12e8cabfb25a3ed6f792105761864b72.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_4a9be050ea613e3d6f60af3c28783d365a13dcb0.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_58a06e4d6d2e0092a40465d404490b32986b064b.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_9fd872a9bbd4d32b109828599121be998589fe02.116x65.jpg?t=1716534447,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510720/ss_24aa1d26806717913762cdf0fdf87e33be297a59.116x65.jpg?t=1716534447",steam
