title,url,date,tag,K-E,description,company,publisher,thumb,screenshot,platform
Crypt of the NecroDancer,https://store.steampowered.com/app/247080/Crypt_of_the_NecroDancer/?snr=1_7_7_7000_150_50,2015년 4월 24일,"리듬,로그라이크,퍼마 데스,미스터리 던전,2D",Crypt of the NecroDancer,"""Crypt of the NecroDancer는 하드코어 로그라이크 리듬 게임으로서 다양한 수상에 빛나는 작품입니다. 음악과 비트에 맞춰 움직이며 싸우십시오!",Brace Yourself Games,Brace Yourself Games,https://steamcdn-a.akamaihd.net/steam/apps/247080/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/247080/ss_849069b2208a21d5adfc00d67e5b8b428e2d0677.116x65.jpg?t=1713241361,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/247080/ss_4582ad1c1075dd369fc7a1a416e5bc77475f23a5.116x65.jpg?t=1713241361,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/247080/ss_50e11f872a729ba35003a8f6b50213d7c6fa94a5.116x65.jpg?t=1713241361,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/247080/ss_9fbfa870c93f10ea975ce991521634b1ad4d979d.116x65.jpg?t=1713241361,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/247080/ss_23dd176427d0193865a3a044cf91226cf16e05ee.116x65.jpg?t=1713241361,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/247080/ss_01bb01f53418b2a86fd8f1729cf98934afa03514.116x65.jpg?t=1713241361",steam
Route8,https://store.steampowered.com/app/2889460/Route8/?snr=1_7_7_7000_150_50,2024년 4월 4일,"시뮬레이션,걷기 시뮬레이션,퍼즐,1인칭,공포",Route8,"""Route 8에서 길을 잃었습니다. 탈출하는 방법을 찾아야 합니다. 이 기이한 도로는 무서운 곳입니다.""56개의 미스테리가 포함되어 있습니다. 스토리""밤이 되고, 전화가 울립니다. 당신은 누구인가요?Route 8을 운전하고 있습니다. 끊임없이 반복됩니다.""",PLAY Mephistowaltz,PLAY Mephistowaltz,https://steamcdn-a.akamaihd.net/steam/apps/2889460/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2889460/ss_3009d19110dfe6191079d2fc1818a31254349c27.116x65.jpg?t=1712192492,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2889460/ss_6c6378978454a20a670e56c0a56a3a4db9c13045.116x65.jpg?t=1712192492,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2889460/ss_ab8d012943249092fc0279d5b1501d21034623f7.116x65.jpg?t=1712192492,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2889460/ss_68f36e7080c554955f83c23513b233ef34931856.116x65.jpg?t=1712192492,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2889460/ss_5b0d48c02be8fbd85929c45466fb47d16a5c97fa.116x65.jpg?t=1712192492,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2889460/ss_c29d8719ba668d3422ae084b92cce8f9e791678a.116x65.jpg?t=1712192492",steam
Demon Hunter 4: Riddles of Light,https://store.steampowered.com/app/762520/Demon_Hunter_4_Riddles_of_Light/?snr=1_7_7_7000_150_50,2018년 2월 23일,"어드벤처,캐주얼,히든 오브젝트,여주인공,2D",Demon Hunter 4: Riddles of Light,돈 애쉬무어가 고대 이집트의 어둠의 비밀을 파헤치려 하자 고대의 신들이 우리가 사는 세상에 발을 들인다.,Brave Giant LTD,Artifex Mundi,https://steamcdn-a.akamaihd.net/steam/apps/762520/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/762520/ss_cb5c39aa34fa1915ee8f41a51122b15f5289075d.116x65.jpg?t=1578479990,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/762520/ss_9905c00dfab1842f4d6704adcf7f6fffb2a50dd4.116x65.jpg?t=1578479990,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/762520/ss_19a1d1059687e148093cc0e74d633e931218fb9f.116x65.jpg?t=1578479990,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/762520/ss_e8021be054196cb7ca142808e4b74402984316d1.116x65.jpg?t=1578479990,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/762520/ss_25d80dea1b438c9098c6b13f7e2f1479767fa4bf.116x65.jpg?t=1578479990,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/762520/ss_a22c0d9f1540dbb04a95247c9299104fc6beaf61.116x65.jpg?t=1578479990,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/762520/ss_b291fd2d7570d836f66bf2d121f0a1b7bbccae4f.116x65.jpg?t=1578479990,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/762520/ss_982c25c08b77f77cf2be21b6e0a2e563c6aea813.116x65.jpg?t=1578479990,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/762520/ss_a2b9bf89c3b45a19876e1919f106cb830ce1d04c.116x65.jpg?t=1578479990",steam
Sakura Succubus,https://store.steampowered.com/app/1202310/Sakura_Succubus/?snr=1_7_7_7000_150_50,2020년 4월 1일,"시뮬레이션,캐주얼,선정적인 내용,누드,성인",Sakura Succubus,"Sakura Succubus is a lewd visual novel about amassing a harem of sexy succubi. Featuring a cute idol, a domineering businesswoman, and a spacey social media star, there’s no shortage of women to woo!",Winged Cloud,Winged Cloud,https://steamcdn-a.akamaihd.net/steam/apps/1202310/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1202310/ss_e1b5df0ab988f5ed48aee85e593b9c1eeded5625.116x65.jpg?t=1685565494,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1202310/ss_91ee5bd346502422f563788572967b4487b883d8.116x65.jpg?t=1685565494,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1202310/ss_e9d9c15be6014e0a928d21e5838b3cc8e2925771.116x65.jpg?t=1685565494,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1202310/ss_76d6ed61f076ee5b9b7fe36323385ac9abacf46d.116x65.jpg?t=1685565494,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1202310/ss_08280d67b3e78d37bfc4e8c601e0dcb348016a88.116x65.jpg?t=1685565494,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1202310/ss_32c7eef7f6658d933c016788fb59141fb80f2e21.116x65.jpg?t=1685565494,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1202310/ss_be6a113dd218afc912f7facdbbf2af43c98017cf.116x65.jpg?t=1685565494,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1202310/ss_b82b3e7bf170aaefde93b464534cb9373e2be238.116x65.jpg?t=1685565494,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1202310/ss_b8e07ae6ee49dbd66c1e2820ff88faf1c8c48fbb.116x65.jpg?t=1685565494,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1202310/ss_f1b20d29d7d78e08a9708b81820c9972b198558e.116x65.jpg?t=1685565494",steam
The Zombie Smasher,https://store.steampowered.com/app/1859590/The_Zombie_Smasher/?snr=1_7_7_7000_150_50,2022년 1월 18일,"레이싱,스포츠,자신이 선택하는 모험,전쟁 게임",The Zombie Smasher,이제 가장 강한 자만이 살아남는 세계에서 엔진을 가동하고 장비를 갖춰 장엄한 대결을 준비할 때입니다.,Atomic Fabrik,Cristian Manolachi,https://steamcdn-a.akamaihd.net/steam/apps/1859590/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1859590/ss_0517a904176403d83ec6e70548107acbe4e98a27.116x65.jpg?t=1697610595,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1859590/ss_89235677eeeaf8be498c9d84fa4410d9177f5ef5.116x65.jpg?t=1697610595,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1859590/ss_9b715a1072dd5ab7eee22be439cb5ad7eaed5884.116x65.jpg?t=1697610595,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1859590/ss_1b752abe45f88708539f94f7a642e622387b1257.116x65.jpg?t=1697610595,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1859590/ss_63d980d7d2360fe209031ffd8df96ebb305ccaa5.116x65.jpg?t=1697610595,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1859590/ss_5b3438af4b6b020ac1c85ef7cf03814da707731c.116x65.jpg?t=1697610595",steam
Tales of the Black Forest,https://store.steampowered.com/app/1093910/Tales_of_the_Black_Forest/?snr=1_7_7_7000_150_50,2019년 9월 26일,"RPG,RPG 제작,픽셀 그래픽,어드벤처,인디",Tales of the Black Forest,"In a world filled with yōkai, a surging dark power has overshadowed a Japanese town. A group of 2 developers have produced a Japanese pixel adventure game to tell a tale that dates back to the Heisei era...In the name of dreams and passion.",拾英工作室,SakuraGame,https://steamcdn-a.akamaihd.net/steam/apps/1093910/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1093910/ss_fb840e546e0ec8bac65fb0b5e951ef55a1755452.116x65.jpg?t=1628498556,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1093910/ss_17e8db583ac96f77ee28fdae3250f86491e880a1.116x65.jpg?t=1628498556,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1093910/ss_b1c1d510d14357efb016e360c00af1b667a2cede.116x65.jpg?t=1628498556,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1093910/ss_4dc5578820dfdae37967f81337620fb52e5b5cad.116x65.jpg?t=1628498556,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1093910/ss_25e4827153a6d8e63c28efb59847f5cfd5718a22.116x65.jpg?t=1628498556,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1093910/ss_632382ce2a53d70cf1a99f5060839a8ed2a1bce3.116x65.jpg?t=1628498556,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1093910/ss_53e57d9813f9c3b624491d70ac3f8b6b970baa2c.116x65.jpg?t=1628498556,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1093910/ss_77a363e30e1b0ee7bad3d0661a0c3fd72eda9cd5.116x65.jpg?t=1628498556,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1093910/ss_dcc1c256c7079710ec46f825841622555a8650ff.116x65.jpg?t=1628498556",steam
Click and Relax,https://store.steampowered.com/app/1537960/Click_and_Relax/?snr=1_7_7_7000_150_50,2021년 2월 11일,"탐험,3D 플랫폼,탄막 슈팅,클리커,도시 건설",Click and Relax,이 게임은 물건을 움직이고 손잡이를 돌리고 긴장을 풀 수 있는 미니 게임으로 구성되어 있습니다.,Hede,Hede,https://steamcdn-a.akamaihd.net/steam/apps/1537960/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1537960/ss_ed73d532535fd0eb62a6eeb5b987117d3b7dc973.116x65.jpg?t=1709420112,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1537960/ss_bcbf1ef8ba721ef188baeea311f5eb8a37335cf0.116x65.jpg?t=1709420112,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1537960/ss_777a8cad8f1c9f8246cff9601dd60d3758a18f09.116x65.jpg?t=1709420112,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1537960/ss_640abdc2711f14bfec4b29466120ecadd43cf2e6.116x65.jpg?t=1709420112,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1537960/ss_9258627f6ddb0c21ff1e4b4c26ddc769421e46f0.116x65.jpg?t=1709420112",steam
Neko Maid,https://store.steampowered.com/app/1849890/Neko_Maid/?snr=1_7_7_7000_150_50,2022년 2월 12일,"선정적인 내용,누드,성인,애니메이션,퍼즐",Neko Maid,"모든 neko 소녀는 청결을 사랑하고 청소하고 주인을 돌보고 싶어합니다. 그리고 모든 메이드에게는 비밀이 있습니다. 누군가는 주인의 거울에 비친 사진을 찍고 싶어하고, 다른 누군가는 휴식 시간에 해변으로 탈출하는 것을 좋아합니다...",Hunny Bunny Studio,Hunny Bunny Studio,https://steamcdn-a.akamaihd.net/steam/apps/1849890/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1849890/ss_f65c3dba1e62b0ee72b30d6c66219bfba7f45d90.116x65.jpg?t=1707502356,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1849890/ss_4b38b83fcf161c8dd19a96d40a81c3b6577d781a.116x65.jpg?t=1707502356,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1849890/ss_c32f5af2b55485c7c4ba5ecad9c5493ef1f466ef.116x65.jpg?t=1707502356,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1849890/ss_d96af378d2dbb55f55f07f00885afd2dd0ef04b3.116x65.jpg?t=1707502356,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1849890/ss_27376e74355cce37c9e6e4fb2c37f0940f2aa77a.116x65.jpg?t=1707502356,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1849890/ss_806824b3b1c6124f9076f867eeebec492e8e9645.116x65.jpg?t=1707502356",steam
Mess 모험,https://store.steampowered.com/app/1381530/Mess/?snr=1_7_7_7000_150_50,2020년 9월 30일,"어드벤처,유머,퍼즐,코미디,패러디,밈","Mess Adventures,Mess 모험","Mess Adventures는 다양한 게임 요소 (전투 전투, 탱크 전투, 소코반, 비행 사격 및 기타 요소 포함)가 포함 된 무의미하고 무의미한 어드벤처 게임입니다. 장난을 치거나 라이브 방송을하거나 자신을 즐겁게하고 싶은 친구에게 추천하는 것이 매우 적합합니다.",Marvelous Games,Marvelous Games,https://steamcdn-a.akamaihd.net/steam/apps/1381530/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1381530/ss_df819207eb363c9f65080b9ca2af15dcdd790cd9.116x65.jpg?t=1643182215,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1381530/ss_fe4a9eb92ec3b9a2645b16c9208d9d4fc73eebde.116x65.jpg?t=1643182215,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1381530/ss_1e5d4031b58b16c42c0e1e59511f356aba4c0a3e.116x65.jpg?t=1643182215,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1381530/ss_92afe593b02494ddaa23973381481e0b4822330b.116x65.jpg?t=1643182215,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1381530/ss_b09c1a1f7ab51711ace05bb20a58d1b45e78e268.116x65.jpg?t=1643182215,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1381530/ss_163f2c59672d91b2fb9b421727549b098da28b22.116x65.jpg?t=1643182215",steam
Prop Hunt,https://store.steampowered.com/app/1509230/Prop_Hunt/?snr=1_7_7_7000_150_50,2021년 3월 27일,"인디,캐주얼,스포츠,RPG,MMO,협동",Prop Hunt,PropHunt는 소품이나 사냥꾼이되어야하는 게임입니다.,HorseGames,HorseGames,https://steamcdn-a.akamaihd.net/steam/apps/1509230/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1509230/ss_9031674997b938c0a8b24057c5583d3a7ce98bf5.116x65.jpg?t=1667496810,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1509230/ss_d1c7f0900489fc03d6a371a3fd6c642342aeb6ed.116x65.jpg?t=1667496810,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1509230/ss_bb0ad6836b04220d7e0f60ab15ecdc14668f4729.116x65.jpg?t=1667496810,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1509230/ss_f0f21adbb604c5654b9234547e28e47311075a30.116x65.jpg?t=1667496810,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1509230/ss_a4f982eed1988ba572474333bd8744511df28760.116x65.jpg?t=1667496810",steam
