title,url,date,tag,K-E,description,company,publisher,thumb,screenshot,platform
Finding Teddy,https://store.steampowered.com/app/259600/Finding_Teddy/?snr=1_7_7_7000_150_45,2013년 12월 3일,"어드벤처,인디,포인트 앤드 클릭,여주인공,2D",Finding Teddy,"We are currently working on Finding Teddy 2 !!Stay tuned, we are currently sending confidential preview versions to journalistsSpecial Offer : Buy Finding Teddy and get Free OST !In BriefThe revival of Point'n-Click.Graphics completely handmade, realized pixel by pixel.",Storybird,LookAtMyGame,https://steamcdn-a.akamaihd.net/steam/apps/259600/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/259600/ss_fdaa23fb11bdf8f69f903e4e82ac36731a83de96.116x65.jpg?t=1592993841,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/259600/ss_227b347982c79cbb31ada5d35f8ab79559443d09.116x65.jpg?t=1592993841,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/259600/ss_ca3078ffe47afdae903ef0a28ac8c9a6ae83517e.116x65.jpg?t=1592993841,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/259600/ss_8919a332fadff7652ffc76f5fe7c5ef57de8d360.116x65.jpg?t=1592993841,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/259600/ss_06df564cbea0ecae271569e195fdda12a36cb36b.116x65.jpg?t=1592993841,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/259600/ss_8255723aef02815387bd53d5730b45f80bb68af4.116x65.jpg?t=1592993841,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/259600/ss_b279df08786e04eabf3dcb8f3246c776a5a33477.116x65.jpg?t=1592993841,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/259600/ss_144a7d44368269c60fd46e51df3a20545efb8d34.116x65.jpg?t=1592993841",steam
Wattam,https://store.steampowered.com/app/702680/Wattam/?snr=1_7_7_7000_150_45,2020년 12월 19일,"캐주얼,인디,어드벤처,귀여운,샌드박스,3D",Wattam,"Wattam(와탐)에서 Keita Takahashi의 독창적 정신 세계에 푹 빠져 보세요. 모든 것이 사라지고 상실된 고독한 세계를 탐험하세요. 촌장이 우정의 기쁨을 재발견하고, 잃어버린 기억을 되찾고, 세계와 다시 연결할 수 있도록 혼자 게임을 하거나 또는 같은 화면에서 협력 플레이하세요.",Funomena,Annapurna Interactive,https://steamcdn-a.akamaihd.net/steam/apps/702680/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/702680/ss_906fb4ceb336890d6cb2f8649dda376b6b1de928.116x65.jpg?t=1709320656,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/702680/ss_a57347b8e2d1984d0845af5db02f46b4aea089df.116x65.jpg?t=1709320656,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/702680/ss_5e8ea6c91e93dd4d86740190eb96210099133abc.116x65.jpg?t=1709320656,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/702680/ss_4cbc86e0597497ab5ba7062096b57ac45125dcbe.116x65.jpg?t=1709320656,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/702680/ss_f87ff1f1c17020a33f49d385caa64fd459b79868.116x65.jpg?t=1709320656,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/702680/ss_a3a417ded0d3bae3e7711479661bec6780abe159.116x65.jpg?t=1709320656,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/702680/ss_85f7a9d5f0dd6dd0f6d27cdfb1d0a2e7c1ec9c6f.116x65.jpg?t=1709320656",steam
TileDynasty FPS Arena,https://store.steampowered.com/app/524350/TileDynasty_FPS_Arena/?snr=1_7_7_7000_150_45,2018년 1월 1일,"액션,인디,앞서 해보기,아레나 슈팅",TileDynasty FPS Arena,"Looking to bring the old arcade-game feeling back from nostalgia. Bunny hopping is taken to the next level with smooth movement, allowing you to navigate fluidly through the maps, while defeating your opponents!",Purpl3Grape,Purpl3Grape,https://steamcdn-a.akamaihd.net/steam/apps/524350/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/524350/ss_e131bc76b7c1856ce8375eb368db932f8e35f94b.116x65.jpg?t=1514813154,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/524350/ss_efd0e302ceaefd6f1ee366062fea9858ff1d87b5.116x65.jpg?t=1514813154,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/524350/ss_0890aad3183cf73cc4fc9c28067998a47ecb3a95.116x65.jpg?t=1514813154,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/524350/ss_b9a42181d244ce1782177a0a24ed545f387e554b.116x65.jpg?t=1514813154,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/524350/ss_2e8c373333e16ba2efb7aa7ae4e24e25cb495ef5.116x65.jpg?t=1514813154,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/524350/ss_1f3a172ea810e74f6a6c94f2c0264c1b5862a0f0.116x65.jpg?t=1514813154,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/524350/ss_7324793d7d4be308e6b339ebc8556781dca92d4a.116x65.jpg?t=1514813154",steam
Krush Kill 'N Destroy Xtreme,https://store.steampowered.com/app/1292170/Krush_Kill_N_Destroy_Xtreme/?snr=1_7_7_7000_150_45,2020년 7월 23일,"전략,실시간 전략,공상과학,복고풍,FMV",Krush Kill 'N Destroy Xtreme,"Welcome to Hell, soldier, and mind the radioactive dust. Join one of two groups battling tooth, claw, tentacle, and any other appendage for survival in this post-nuclear real-time strategy game.","Beam Software Pty., Ltd.",Ziggurat,https://steamcdn-a.akamaihd.net/steam/apps/1292170/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292170/ss_fbb04c4a7731b3f690b20bea5dde8a5ebbf78cd3.116x65.jpg?t=1596046624,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292170/ss_4df341dad08ad74f045d266836b0f766abf4be1a.116x65.jpg?t=1596046624,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292170/ss_aa53b1ef19dcbbcbf34bd7da181d38f963572f8f.116x65.jpg?t=1596046624,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292170/ss_ea78bd9f013befd7389973336d31c63e49e1e780.116x65.jpg?t=1596046624,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292170/ss_b37ffd03e5535e60c384d022c9c8cb09b986e33d.116x65.jpg?t=1596046624,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292170/ss_af21b4a08d8fe1f031d644cbd6520f2754735a88.116x65.jpg?t=1596046624,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292170/ss_cb8d2677763d3af28adc3119e2f7d8bb16902638.116x65.jpg?t=1596046624,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292170/ss_836133dc6d1e672121cdea6edba1ceb02a461899.116x65.jpg?t=1596046624,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292170/ss_d13f41690720d4b09cf2f965d0c33a09b0e73165.116x65.jpg?t=1596046624,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292170/ss_b0274e3a2e50ebcc5169533ca1dd4705f82e01cd.116x65.jpg?t=1596046624,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292170/ss_6a0a90fd1b7a8f41c3b079602053efcc865dc4c9.116x65.jpg?t=1596046624,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292170/ss_e22209a14c947dc160071c0131f9f1528b6ae228.116x65.jpg?t=1596046624,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292170/ss_0d38e52f939395f100529f216f629a673475fe1b.116x65.jpg?t=1596046624",steam
Telling Lies,https://store.steampowered.com/app/762830/Telling_Lies/?snr=1_7_7_7000_150_45,2019년 8월 24일,"미스터리,스릴러,FMV,수사관,풍부한 스토리",Telling Lies,네 명의 삶. 그리고 하나의 큰 거짓말. 아무도 모르게 녹화된 은밀한 대화를 들으며 진실을 알아내십시오. 큰 호평을 받았던 Her Story의 계승작입니다.,Sam Barlow,Annapurna Interactive,https://steamcdn-a.akamaihd.net/steam/apps/762830/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/762830/ss_7521d2d38d976869fe24202af7631c2f9daaa624.116x65.jpg?t=1709318589,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/762830/ss_47064c16f33ee0670b56b049451fbc0cccbdbe90.116x65.jpg?t=1709318589,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/762830/ss_69ec1c3eb95ff2e18fda1e96dea47775c41f3519.116x65.jpg?t=1709318589,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/762830/ss_466f981be4ea1ccac46102f10cc4d6f4dcb49d73.116x65.jpg?t=1709318589,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/762830/ss_300c1f1e987033b51979cf69615720203078d460.116x65.jpg?t=1709318589,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/762830/ss_870cab39d121717ee82d9c0fc31770a21ce2b8d4.116x65.jpg?t=1709318589",steam
Krush Kill ‘N Destroy 2: Krossfire,https://store.steampowered.com/app/1292180/Krush_Kill_N_Destroy_2_Krossfire/?snr=1_7_7_7000_150_45,2020년 7월 23일,"전략,복고풍,실시간,액션,공상과학",Krush Kill ‘N Destroy 2: Krossfire,Krush Kill 'N Destroy 2: Krossfire is a fast and furious post-apocalyptic real-time strategy game where you have to be quick or be dead. Play as one of three unique factions in the struggle to seek out and conquer oil fields to fuel your army.,Beam Software,Ziggurat,https://steamcdn-a.akamaihd.net/steam/apps/1292180/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292180/ss_26f97a52bf8ce2f6f668b46c99b7e34f647a8f7a.116x65.jpg?t=1596046669,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292180/ss_d7e290e4ddf12cf58007c5e59bb9010592cfb4d8.116x65.jpg?t=1596046669,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292180/ss_dc2cd532914e3791ab4c06eba08ae77dba48edcf.116x65.jpg?t=1596046669,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292180/ss_1d91373bd3646df70e763e2bf196142093e863f6.116x65.jpg?t=1596046669,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292180/ss_3fcdf07f5968b824eec3f15b150ccc870b4af4a8.116x65.jpg?t=1596046669,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292180/ss_d2be3bdb80c1dd2ba70e0caa2dc9eab61c9aa626.116x65.jpg?t=1596046669,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292180/ss_d2a5dfa88b32ac4f46e075c92ef1c8c4418d9811.116x65.jpg?t=1596046669,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292180/ss_ab8190cfda65f0f5df4d21d979c11b1f15e40463.116x65.jpg?t=1596046669,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292180/ss_cd52236e8bbcb976ae418136259e3d4226bdbe99.116x65.jpg?t=1596046669,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292180/ss_1cea6db02890cd3b95f6d8b870fc5ef86c0b1739.116x65.jpg?t=1596046669,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292180/ss_e2909efb7b5688857ac3f6d729ced0ed7172add8.116x65.jpg?t=1596046669,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292180/ss_3a08bd38d09f26d40c0fe1206d99bad1f9d8a6e1.116x65.jpg?t=1596046669",steam
Everslash,https://store.steampowered.com/app/1152820/Everslash/?snr=1_7_7_7000_150_45,2020년 7월 3일,"액션,플랫폼,2D,픽셀 그래픽,횡스크롤",Everslash,"Everslash(에버슬래시)는 낫을 들고 빠르게 이동하며 공격하는 액션 플랫포머 게임입니다. 대시하는 동시에 적을 타격하는 슬래시 공격을 이용해, 연구실에 나타나기 시작한 괴물들을 무찔러 나가세요.",Jaemin Park,PsychoFlux Entertainment,https://steamcdn-a.akamaihd.net/steam/apps/1152820/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1152820/ss_bf52df959c6daa4d80db833d532c310416d61136.116x65.jpg?t=1710056061,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1152820/ss_3a0424b2bdedebc02f047297eb642c0c739ccb90.116x65.jpg?t=1710056061,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1152820/ss_29793ff753074854c6657d2edc25df003e068161.116x65.jpg?t=1710056061,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1152820/ss_568a481da3219a2b894e724e41c69fcf4729a861.116x65.jpg?t=1710056061,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1152820/ss_53a315332e352b89eddd0a376594ececdfe78f7c.116x65.jpg?t=1710056061,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1152820/ss_b8d56c18de7925aeac2ac8eb57b96b5df455ff01.116x65.jpg?t=1710056061,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1152820/ss_09684be5690201f9fc561221b7ff53cb65017831.116x65.jpg?t=1710056061,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1152820/ss_ae061fcb520d6add94fd89df18c16d8ee8bf9d56.116x65.jpg?t=1710056061,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1152820/ss_0b97a0e2db420fb85b0eb00bb3b35043026e0b5f.116x65.jpg?t=1710056061,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1152820/ss_59106733cb0357bfcd6ccd51e90cdf1f72479f52.116x65.jpg?t=1710056061",steam
팩맨 월드 리팩,https://store.steampowered.com/app/1859470/_/?snr=1_7_7_7000_150_45,2022년 8월 26일,"3D 플랫폼,전체 이용가,1990년대,귀여운,3D","PAC-MAN WORLD Re-PAC,팩맨 월드 리팩","모험의 무대는 「고스트 아일랜드」. 나쁜 로봇 「톡맨」에게 납치당한 팩맨 패밀리를 구하기 위해, 팩맨의 모험이 시작됩니다.",NOW PRODUCTION,Bandai Namco Entertainment,https://steamcdn-a.akamaihd.net/steam/apps/1859470/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1859470/ss_a528a2c12a5ea22b9641da9022d68be39f0594a8.116x65.jpg?t=1708327445,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1859470/ss_32f9b3f2aaa3de002450ee6c269727861a4f45fa.116x65.jpg?t=1708327445,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1859470/ss_ed885fa0e6414d828bbc3c77114c1e8b33c628b6.116x65.jpg?t=1708327445,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1859470/ss_80cef42f52f1efc8943396a8e05ba3897203ded3.116x65.jpg?t=1708327445,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1859470/ss_915a03978f5d5b6033f2c1ede4929bf30436f9cd.116x65.jpg?t=1708327445,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1859470/ss_f7e810bfb684b52b96f27542bbe433c1bf68bfe8.116x65.jpg?t=1708327445,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1859470/ss_92c6862808d2a1d0b6dbc8156b49785c14b94cb4.116x65.jpg?t=1708327445,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1859470/ss_df42bf71893ebd43c60896af51238b52cb4611cb.116x65.jpg?t=1708327445,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1859470/ss_8d551bae919a7d189ae7bdb9156feef7fb39e999.116x65.jpg?t=1708327445,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1859470/ss_2c0cb6f3c6af6aa4e91747cfa6b2ab200cf3cfe8.116x65.jpg?t=1708327445",steam
Everloop,https://store.steampowered.com/app/2843410/Everloop/?snr=1_7_7_7000_150_45,2024년 3월 7일,"액션,캐주얼,퍼즐,걷기 시뮬레이션,탐험",Everloop,끝없는 복도에 갇혔습니다. 주변을 주의 깊게 관찰하여 목적지에 도달하세요.,Infinity Green Game Studio,Infinity Green Game Studio,https://steamcdn-a.akamaihd.net/steam/apps/2843410/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2843410/ss_70b50bd9270f6f7045fe2c929ac35b0f8de1ba15.116x65.jpg?t=1711587304,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2843410/ss_0b67e38280c10c06f59a0b9df81d66eae15bde86.116x65.jpg?t=1711587304,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2843410/ss_47848193f87dd3ccf0a12662f4b754bffebbdee4.116x65.jpg?t=1711587304,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2843410/ss_ed5eb212fd82801610531fd89305bfc3bb15d753.116x65.jpg?t=1711587304,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2843410/ss_a04c1bcf0c21d80c111145b2ee07175f28e0cc72.116x65.jpg?t=1711587304",steam
Samorost 2,https://store.steampowered.com/app/40720/Samorost_2/?snr=1_7_7_7000_150_45,2009년 12월 11일,"포인트 앤드 클릭,캐주얼,탐험,2D,초현실적",Samorost 2,"Samorost 2 (사모로스트 2) 에서 여러분은 장난스러운 외계인이 납치한 강아지를 찾아 나서는 우주 요정의 초현실적 모험을 경험할 수 있습니다. 강아지를 구출하기 위해 떠나는 짧은 탐험 내내 별난 캐릭터들을 만나고 Tomáš ""Floex"" Dvořák 의 잔잔하고 아름다운 음악을 즐겨보세요.",Amanita Design,Amanita Design,https://steamcdn-a.akamaihd.net/steam/apps/40720/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/40720/ss_822e235dee557fddc31f79d703f3c9b4a6a43506.116x65.jpg?t=1669304487,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/40720/ss_1262f59860a06c33c7c5b1eb7906a363982f0a2b.116x65.jpg?t=1669304487,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/40720/ss_8cf26507759c081b6cbf4ce3f458d244c82ded6c.116x65.jpg?t=1669304487,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/40720/ss_1d13ca58b4f7688184f1003aec32a80e7612f8b6.116x65.jpg?t=1669304487,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/40720/ss_333ac8ca2b31a92cc128434286d3b518e6ccf13f.116x65.jpg?t=1669304487,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/40720/ss_7d9c1681eae1fdacf7802c5d590af5a4caaf37cb.116x65.jpg?t=1669304487",steam
