title,url,date,tag,K-E,description,company,publisher,thumb,screenshot,platform
Denizen,https://store.steampowered.com/app/2010030/Denizen/?snr=1_7_7_7000_150_20,2024년 4월 30일,"앞서 해보기,RPG,생활 시뮬레이션,샌드박스",Denizen,"Make a living for yourself in a city full of opportunity while you meet a variety of locals, explore unique locations, and work your way to the top in this open-world life simulator.",Departure Interactive,Departure Interactive,https://steamcdn-a.akamaihd.net/steam/apps/2010030/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2010030/ss_195230c21ce9a07ea3e8551f2fc078d05a48fd2a.116x65.jpg?t=1715014776,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2010030/ss_a54190dc90997033c2d7b2ed6e206a3bdff7dab4.116x65.jpg?t=1715014776,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2010030/ss_01bc301ac2b7f64b2dd142e563f2bfc5d66993f1.116x65.jpg?t=1715014776,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2010030/ss_c9bb387aa1eb361e1111fbcf927c5e89609e35b3.116x65.jpg?t=1715014776,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2010030/ss_b54fe1acf2b7685d4c56e4615ea3a6dd5fa10613.116x65.jpg?t=1715014776,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2010030/ss_108314fee7948dda7fa91f0d6de34cafd7b985ae.116x65.jpg?t=1715014776",steam
유어 블라이트,https://store.steampowered.com/app/1600500/_/?snr=1_7_7_7000_150_20,2022년 11월 10일,"RPG,CRPG,자신이 선택하는 모험,탐험,인디",유어 블라이트,"'Your Blight'는 흡혈귀가 출현으로 봉쇄된 도시에서 살아남는 턴제 기반의 다크판타지 RPG입니다. 상황은 절망적이지만 희소식 역시 들려옵니다. 조금만 더 버티면 왕국의 군대가 도시를 구해줄 것입니다. 당신의 목표는 군대가 사람들을 구해줄 때까지 버티거나, 도시 어딘가에 있을 탈출구를 찾는 것입니다.",IGNOST,IGNOST,https://steamcdn-a.akamaihd.net/steam/apps/1600500/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600500/ss_09231d61f8495a8f811e27779a9854529e9d0000.116x65.jpg?t=1714735446,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600500/ss_d11573b5a934a5261f4867b290c285b29131215c.116x65.jpg?t=1714735446,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600500/ss_72a0d093965018be5dba5c8b62d5e902d5808ad3.116x65.jpg?t=1714735446,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600500/ss_d9d1ff07f9ebeb4658978a2a0bc57db5178a586a.116x65.jpg?t=1714735446,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600500/ss_53af31146deeb1dc880c33005d0c505f438fa300.116x65.jpg?t=1714735446,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600500/ss_e49428f523a770506b8b909ab90f97908f87d093.116x65.jpg?t=1714735446,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600500/ss_bf43c2d5b19097be0168a17ab655646292bdefe6.116x65.jpg?t=1714735446,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600500/ss_91eb4f52cc0b7cf191c12a6a12e9fdfc91486023.116x65.jpg?t=1714735446,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600500/ss_96e94cc8947932840ab1b5e56c00bcfe5c1ff5de.116x65.jpg?t=1714735446,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600500/ss_55887bfa89b64a5fafd9c388a7b60eabd91d21cb.116x65.jpg?t=1714735446,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600500/ss_dbff26847111054b334efe131f198dddb258c409.116x65.jpg?t=1714735446,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600500/ss_361ec217c89ae21fe2bcfcd56ff52b9858c94ccf.116x65.jpg?t=1714735446,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600500/ss_de34139429dedc5038361c4f2563461738d90bbe.116x65.jpg?t=1714735446,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600500/ss_1528caf9b68d685330e020d2584fe8acf9598825.116x65.jpg?t=1714735446,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600500/ss_0d52c70d0f58a8b0a5ff0941a0bb4ce537c1a997.116x65.jpg?t=1714735446,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600500/ss_3ace9d51758622dbf05a8a19f8b1059037c901f9.116x65.jpg?t=1714735446,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600500/ss_6144415885fdb6cfe2ded996c94e55b79700df37.116x65.jpg?t=1714735446,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600500/ss_f022f88bd8b6218af8ad667648cbf33249f9ce20.116x65.jpg?t=1714735446,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600500/ss_39c7fba9aee5f9cabb6a1199f0ee1cf9fe52ddc7.116x65.jpg?t=1714735446,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600500/ss_61eae2b0aa44386ea77fc333678c9079d7b1693e.116x65.jpg?t=1714735446",steam
Train Life: A Railway Simulator,https://store.steampowered.com/app/1330660/Train_Life_A_Railway_Simulator/?snr=1_7_7_7000_150_20,2022년 8월 25일,"시뮬레이션,전체 이용가,현실적,오픈 월드",Train Life: A Railway Simulator,철도 시뮬레이션 역사상 처음으로 기관사이자 회사 경영자가 되어 플레이하세요! 거래를 성사시키고 네트워크를 개발하며 기관차를 운전하고 철도 제국을 확장하세요.,Simteract,Nacon,https://steamcdn-a.akamaihd.net/steam/apps/1330660/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1330660/ss_162836393bdb275243cfbc1c3ff44e722f5b6ec4.116x65.jpg?t=1665481529,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1330660/ss_29b07e5823fa9ecfe062b4106c1dcb2ef39051da.116x65.jpg?t=1665481529,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1330660/ss_2e651f48aad70a316448cc1dc63c3b45b6946687.116x65.jpg?t=1665481529,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1330660/ss_a1ba039e422c73d5993a5b3cca29f2fb30754973.116x65.jpg?t=1665481529,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1330660/ss_c57afc2926d4558a4f18d19aad8d678ddb7cebc4.116x65.jpg?t=1665481529,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1330660/ss_25ed83e25c3baf629cbdfbbbbf882d0888d7ea23.116x65.jpg?t=1665481529,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1330660/ss_1c7a462f59f6c1e69c6f2265682ecc9e2a82ced4.116x65.jpg?t=1665481529,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1330660/ss_7cd55cba616ff5c43ed4c9accbd667f7b4444699.116x65.jpg?t=1665481529,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1330660/ss_bec37df9e6bf52f4f1c11a1b62528cde17d66e68.116x65.jpg?t=1665481529",steam
A Space for the Unbound,https://store.steampowered.com/app/1201270/A_Space_for_the_Unbound/?snr=1_7_7_7000_150_20,2023년 1월 19일,"풍부한 스토리,픽셀 그래픽,심리적,감정적인",A Space for the Unbound,"고등학교 졸업을 앞둔 두 고교생들이 자기 자신에 대해 알아가는 여정에 동참하고, 세상의 종말을 마주하며 성년의 모험에 함께하세요. 90년대 인도네시아의 마을을 탐험하고, 비밀을 파헤치며, 초자연적인 힘을 이용해 사람들의 마음속으로 뛰어들고 고양이를 쓰다듬어 주세요.",Mojiken,Toge Productions,https://steamcdn-a.akamaihd.net/steam/apps/1201270/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1201270/ss_07a0aaf3598903b39589e0484b2f87330cf72b19.116x65.jpg?t=1704699294,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1201270/ss_7f7b72d5c3293779e324023e93b9f85c945e8179.116x65.jpg?t=1704699294,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1201270/ss_490ebce48b04a98792287caacc7a9613c89fd076.116x65.jpg?t=1704699294,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1201270/ss_fece3cd88e9fbeadc92fd36771d8ce84e1e460e9.116x65.jpg?t=1704699294,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1201270/ss_490ebce48b04a98792287caacc7a9613c89fd076.116x65.jpg?t=1704699294,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1201270/ss_3c3807fb37fb91db176c8c6a5c90e188e7d7314c.116x65.jpg?t=1704699294,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1201270/ss_020891f8b6a43e74147c2aca48d0d08ce0c6aed4.116x65.jpg?t=1704699294,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1201270/ss_c82a1312aa5e246f5869d36e8e188095c7d4eb39.116x65.jpg?t=1704699294,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1201270/ss_13e5138f96418a2e703238348e45a18dbdcd8a01.116x65.jpg?t=1704699294,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1201270/ss_2a7e2ebb2d1e7ca94bce6b6a7c3fdcd8485d06ca.116x65.jpg?t=1704699294,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1201270/ss_f5cc3f084909ebd610dc4172a8afce857793ae6b.116x65.jpg?t=1704699294,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1201270/ss_d33d6ca8bd2d5091d373f26e2d336fe9a4742e1e.116x65.jpg?t=1704699294,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1201270/ss_bd7d15060c00221f9f19c6c85820cb1d93d052ed.116x65.jpg?t=1704699294",steam
Starfield,https://store.steampowered.com/app/1716740/Starfield/?snr=1_7_7_7000_150_20,2023년 9월 6일,"우주,싱글 플레이어,RPG,오픈 월드,공상과학",Starfield,Starfield는 수상에 빛나는 Elder Scrolls V: Skyrim과 Fallout 4의 제작자인 Bethesda Game Studios가 25년 만에 처음으로 선보이는 새로운 세계입니다.,Bethesda Game Studios,Bethesda Softworks,https://steamcdn-a.akamaihd.net/steam/apps/1716740/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1716740/ss_4887dc140a637684ddcfca518458668409f946dc.116x65.jpg?t=1704299959,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1716740/ss_b2821283cb140cd5a6289a8160016b6a60d8f96e.116x65.jpg?t=1704299959,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1716740/ss_68f15d580bf91971f637be5e464bc803482d78f7.116x65.jpg?t=1704299959,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1716740/ss_aae99c177004bb5ec653d2fcb65a5d30489ec7b8.116x65.jpg?t=1704299959,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1716740/ss_c8594798fadfd8e042b2fc8afff7bcf4872c5198.116x65.jpg?t=1704299959,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1716740/ss_2288919a390c0147b7d2226354a61452016fd087.116x65.jpg?t=1704299959,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1716740/ss_45c1dc3cd5399eb16230ed85dab25ce945c46726.116x65.jpg?t=1704299959,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1716740/ss_930710a45c08eaa4c10fa0be7c0663900e1d32f3.116x65.jpg?t=1704299959,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1716740/ss_177d2492278d3ccc5b1c58bc96dcb63aacddb1a5.116x65.jpg?t=1704299959",steam
1000xRESIST,https://store.steampowered.com/app/1675830/1000xRESIST/?snr=1_7_7_7000_150_20,2024년 5월 10일,"스릴러,여주인공,미래적,3D,심리적 공포",1000xRESIST,"1000xRESIST is a thrilling sci-fi adventure. The year is unknown, and a disease spread by an alien invasion keeps you underground. You are Watcher. You dutifully fulfil your purpose in serving the ALLMOTHER, until the day you discover a shocking secret that changes everything.",sunset visitor 斜陽過客,Fellow Traveller,https://steamcdn-a.akamaihd.net/steam/apps/1675830/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1675830/ss_31555847848f488834c689a1bae292c1277a11fa.116x65.jpg?t=1716511368,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1675830/ss_dcb4a4f1976652d191b459dfea395543f55d7a6c.116x65.jpg?t=1716511368,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1675830/ss_3356fdfb22efb582924561944494100bf8823a51.116x65.jpg?t=1716511368,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1675830/ss_00df2986d4bff270a9bde6140b4192462584a00f.116x65.jpg?t=1716511368,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1675830/ss_ac46f054525466ec962929d3f93f1c67f189c9a4.116x65.jpg?t=1716511368,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1675830/ss_0e873f65ea07a5a7b75d658c9c5a267486de8b37.116x65.jpg?t=1716511368,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1675830/ss_a417bccb181e979c83350c8df6467c6c90307a56.116x65.jpg?t=1716511368,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1675830/ss_61a6e44febc18ab55ddaeb50c2ea0b40fc021108.116x65.jpg?t=1716511368,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1675830/ss_1b03251c88daf4f81b9a16e36af302749f42d25a.116x65.jpg?t=1716511368,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1675830/ss_a031297f19d1742ef71b829f7a21d84def3cbf02.116x65.jpg?t=1716511368",steam
Soundfall,https://store.steampowered.com/app/1608700/Soundfall/?snr=1_7_7_7000_150_20,2022년 5월 11일,"리듬,멀티플레이어,온라인 협동,약탈 슈팅,3D",Soundfall,Soundfall은 루트 슈터 액션과 리듬 게임 같은 게임플레이를 결합한 던전 탐험 게임입니다. 혼자 또는 최대 3명의 온라인/오프라인 친구들과 4인 팀을 이뤄 모험을 떠나보세요. 사운드트랙 리듬에 가깝게 동작을 수행할수록 더욱 강력해집니다!,Drastic Games,Noodlecake,https://steamcdn-a.akamaihd.net/steam/apps/1608700/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1608700/ss_69ad21793dd6f012ca3a5db66bdc9b5d6c01d7d5.116x65.jpg?t=1680722762,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1608700/ss_fa99b4e49c3b8d5390274cb88bf4e5caf19ff0fa.116x65.jpg?t=1680722762,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1608700/ss_55aa497b757f22d7cfe968fc0153dac67ebd7f7f.116x65.jpg?t=1680722762,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1608700/ss_41647c460d7a80d45802c98e034077060aaf174d.116x65.jpg?t=1680722762,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1608700/ss_c145983fa37096749968354abc465dc5cf85ca38.116x65.jpg?t=1680722762,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1608700/ss_0b8455dac80fef7055af42da0a26a9834c247f37.116x65.jpg?t=1680722762,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1608700/ss_2b806ee5f01a42e2129c52a5650adeb22523be7b.116x65.jpg?t=1680722762,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1608700/ss_1271fd650af8341684e8df37a2826c6fed668550.116x65.jpg?t=1680722762,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1608700/ss_ca5dc8e43621e7d7f26fd2ee38a57663d2c5c8aa.116x65.jpg?t=1680722762,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1608700/ss_52e3fcbc8391a5487798893f7a7cc91aa9f72edc.116x65.jpg?t=1680722762,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1608700/ss_42cb50af8b4761fa87e2f5dfd54e38d55c5995ff.116x65.jpg?t=1680722762,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1608700/ss_381dabcefe80491858d0b46a04d097ca93719406.116x65.jpg?t=1680722762,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1608700/ss_f30e0078bd27fc6951177d4ea8af0fe53cbe5e9c.116x65.jpg?t=1680722762,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1608700/ss_2fe335ebe0c713ace3526325fa6abaf780a5c9c1.116x65.jpg?t=1680722762",steam
프리콜라주 -IDOLIZED-,https://store.steampowered.com/app/2510890/_IDOLIZED/?snr=1_7_7_7000_150_20,2024년 2월 19일,"인디,어드벤처,퍼즐,픽셀 그래픽,드라마","Pricolage -IDOLIZED-,프리콜라주 -IDOLIZED-","「당신은 대체, 누구야…?」 『프리콜라주 -IDOLIZED-』는 K-POP 아이돌인 세나의 SNS를 조사(스토킹)하여 진실을 명확히 밝혀내는 추리 어드벤쳐 게임입니다. 실종된 인기 K-POP 아이돌 세나의 행방을 찾기 위해 어둠과 욕망에 뒤덮인 인터넷의 바다에서 정보를 모아보자.",HIJIKI,Annulus,https://steamcdn-a.akamaihd.net/steam/apps/2510890/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510890/ss_4df7efdfab0368f9dfc980e865a0a27df438efec.116x65.jpg?t=1712040291,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510890/ss_6648a7c4c3dd420211d922b4d1a4d500cb864b1c.116x65.jpg?t=1712040291,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510890/ss_1b3ba721e854d797ecede816f9aa5545f42206c9.116x65.jpg?t=1712040291,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510890/ss_e5c66e5dee659dd3f5828d8f0d7ae1457dfc8a9c.116x65.jpg?t=1712040291,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510890/ss_f4447383be2242967b9ac8a074b490b88dca8816.116x65.jpg?t=1712040291,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510890/ss_d32c94f4b590085bb8143f604739b45e2d40c770.116x65.jpg?t=1712040291,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510890/ss_291a77a1e1d29f06884cc04a41f6ddce89458c1a.116x65.jpg?t=1712040291,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510890/ss_515dc38b1cdefcccb5015365bbe105fdcd762f49.116x65.jpg?t=1712040291,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510890/ss_7f7a3ed3ceb3165748a42ba795f8bbe7506247ca.116x65.jpg?t=1712040291,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510890/ss_6a19b62afdd94e9d24e33bc3ec6e5bde92cb9705.116x65.jpg?t=1712040291,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510890/ss_1759c595ca80c44d4a0e577c1a34207cd230c366.116x65.jpg?t=1712040291",steam
Five Nights at Freddy's 2,https://store.steampowered.com/app/332800/Five_Nights_at_Freddys_2/?snr=1_7_7_7000_150_20,2014년 11월 11일,"공포,싱글 플레이어,생존 공포,로봇,고난이도",Five Nights at Freddy's 2,"Welcome back to the new and improved Freddy Fazbear's Pizza! As always, Fazbear Entertainment is not responsible for death or dismemberment.",Scott Cawthon,Scott Cawthon,https://steamcdn-a.akamaihd.net/steam/apps/332800/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/332800/ss_49915306285cd7c567620c1c10e300a068089e35.116x65.jpg?t=1579635993,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/332800/ss_ed9a7e583267f5d9ff58a34ab5ff2f1735fb7346.116x65.jpg?t=1579635993,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/332800/ss_f42e7f094cab8a39322ddb0f14df824ad15865bf.116x65.jpg?t=1579635993,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/332800/ss_10c3872339fc465663b4fcccca575da6c42f0a80.116x65.jpg?t=1579635993,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/332800/ss_37ca29be698a27080bcec8a8481d28dd53b43f2a.116x65.jpg?t=1579635993,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/332800/ss_878eafbf70068bdec37fc672613e5d007f433195.116x65.jpg?t=1579635993",steam
대해적 스토리 DX (High Sea Saga DX),https://store.steampowered.com/app/2431880/__DX_High_Sea_Saga_DX/?snr=1_7_7_7000_150_20,2023년 8월 31일,"시뮬레이션,해적,RPG,캐주얼,오토 배틀러","High Sea Saga DX,대해적 스토리 DX (High Sea Saga DX)",꿈과 희망의 해적 배틀 게임섬을 개척하고 배를 개조하여나만의 해적단을 만드는대인기 시뮬레이션 게임!!,"Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",https://steamcdn-a.akamaihd.net/steam/apps/2431880/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2431880/ss_d8c6832bfb030c27293213345d7817a408b5c909.116x65.jpg?t=1701228456,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2431880/ss_594b369599cb0b6c9a4a32f8d2b07af58f8ad372.116x65.jpg?t=1701228456,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2431880/ss_f4c4562212784c6e2ab19c342ccf85e1558b26ab.116x65.jpg?t=1701228456,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2431880/ss_7c8139e21caee018cd656e7f9b522ee888dc83b2.116x65.jpg?t=1701228456,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2431880/ss_afbc77c26c05c32b68cf395bdded0c7a55bfbf8f.116x65.jpg?t=1701228456,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2431880/ss_ab1a2755eaab935f8561d07aac09f774415fd523.116x65.jpg?t=1701228456",steam
