title,url,date,tag,K-E,description,company,publisher,thumb,screenshot,platform
STALCRAFT,https://store.steampowered.com/app/1818450/STALCRAFT/?snr=1_7_7_7000_150_16,2022년 12월 10일,"무료 플레이,1인칭 슈팅,MMORPG,멀티플레이어",STALCRAFT,"STALCRAFT is a dynamic MMOFPS with survival horror elements, set in the open world of the Chernobyl Exclusion Zone.",EXBO,EXBO,https://steamcdn-a.akamaihd.net/steam/apps/1818450/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1818450/ss_d367c1252a76d40749532d4d537508f7d2ea6632.116x65.jpg?t=1715191231,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1818450/ss_59219cec0190a9a4ae4c5be64d61cd0b06ef2197.116x65.jpg?t=1715191231,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1818450/ss_1e8b0c84c39da6924a252a9f6eae3e48917ad37b.116x65.jpg?t=1715191231,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1818450/ss_252964f47b20dbe8d1eaf9c92f7c6c39c2970dc3.116x65.jpg?t=1715191231,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1818450/ss_36b8b46d4c156ae0ed212f69e3d63143b6202d31.116x65.jpg?t=1715191231,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1818450/ss_cade59d72bfdc292771e2dd1fe30cdacfa3e640c.116x65.jpg?t=1715191231,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1818450/ss_93121f622fbc401d5ab8288e61e5ef95604db85c.116x65.jpg?t=1715191231,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1818450/ss_cff464ba281c89a685a9239b4d57b06e9f4e1007.116x65.jpg?t=1715191231,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1818450/ss_8328662f216b62634508c17362e0da83b205b7ff.116x65.jpg?t=1715191231,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1818450/ss_6d02b540a0d4a42a19a7fdc9f233b509918bd0ad.116x65.jpg?t=1715191231,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1818450/ss_6ea1c01fbf2c58b1ab8d3feb86ceb0314d4f1496.116x65.jpg?t=1715191231,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1818450/ss_8ff9ff55561fc1bff34015742647b50cc47311dc.116x65.jpg?t=1715191231,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1818450/ss_ab6638b0b0e626eaa51aea0381cd74dc7b3802de.116x65.jpg?t=1715191231,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1818450/ss_2a15c04d11b2c56931ecdacc41cce032cccf23bb.116x65.jpg?t=1715191231,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1818450/ss_7549f256e00225d375bc1398c1f968ff3c1fbe87.116x65.jpg?t=1715191231",steam
Abalon: Roguelike Tactics CCG,https://store.steampowered.com/app/1681840/Abalon_Roguelike_Tactics_CCG/?snr=1_7_7_7000_150_16,2023년 5월 11일,"턴제 전술,던전 크롤러,카드 배틀,로그라이크",Abalon: Roguelike Tactics CCG,"Abalon는 전통적 턴제 전투를 전략적 카드 전투와 결합한 로그라이크 어드벤처 게임입니다. 멀티버스라 알려진 판타지 세상에서, 당신은 소환사를 숨겨진 비밀과 강력한 카드, 돌연변이 토끼들이 등장하는 혹독한 퀘스트로 인도해야 합니다.","D20Studios, LLC","D20Studios, LLC",https://steamcdn-a.akamaihd.net/steam/apps/1681840/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1681840/ss_5157b4aa1297d9cd2fc39c7852964b90bac4b96f.116x65.jpg?t=1716137131,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1681840/ss_34b39953ebe6191c54fe0827587f359a2f9de69e.116x65.jpg?t=1716137131,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1681840/ss_53165abb10964728c471c49f8f29270efeb557b6.116x65.jpg?t=1716137131,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1681840/ss_49cd8c61980781d997f38546696eb88c232eadc9.116x65.jpg?t=1716137131,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1681840/ss_ad35ce68ce8692dece12837915057f30ba2fdcdb.116x65.jpg?t=1716137131,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1681840/ss_3eb225dd44cf815bcefa11c20324c39bec03837e.116x65.jpg?t=1716137131",steam
Feed and Grow: Fish,https://store.steampowered.com/app/429050/Feed_and_Grow_Fish/?snr=1_7_7_7000_150_16,2016년 1월 9일,"시뮬레이션,수중,생존,멀티플레이어,액션",Feed and Grow: Fish,"Hunt and eat other fish - simply, grow into larger beasts!",Old B1ood,Greens s.r.o.,https://steamcdn-a.akamaihd.net/steam/apps/429050/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/429050/ss_045add7541edfd19ce15a4fa43c9cf824c3db91c.116x65.jpg?t=1615737978,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/429050/ss_5f0333abcf1355303d8c867e978d332849fe7330.116x65.jpg?t=1615737978,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/429050/ss_7b6fbc80f51f1ac84328e69bf2f5daa0f5727494.116x65.jpg?t=1615737978,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/429050/ss_91b36b11fe69659c2830609f33d1b7d79d4c35ba.116x65.jpg?t=1615737978,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/429050/ss_516a0a81cbb53b7a5518a916cfaf6ce80f69a5a9.116x65.jpg?t=1615737978,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/429050/ss_5db5708d5d433322d92e8908af0a921225794bfb.116x65.jpg?t=1615737978,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/429050/ss_343868d93a823d4b17d8b7443c75d99a3d54fdb2.116x65.jpg?t=1615737978,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/429050/ss_db9362cbb62b6ef022101cbe0ac6828b0e6ee035.116x65.jpg?t=1615737978,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/429050/ss_626e70ad19f56cd145543f81bdb75280d1463616.116x65.jpg?t=1615737978,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/429050/ss_c8d98c20f3027e7282bde49b4297240d0d215a8d.116x65.jpg?t=1615737978",steam
Into the Radius VR,https://store.steampowered.com/app/1012790/Into_the_Radius_VR/?snr=1_7_7_7000_150_16,2020년 7월 20일,"VR,생존,오픈 월드,포스트아포칼립스,공포",Into the Radius VR,"인투 더 라디우스는 VR 싱글 플레이어 서바이벌 슈팅 게임입니다. 초현실적인 풍경과 위험한 이상 현상으로 가득한 페초르스크 지역을 탐험하세요. 현실적인 총기로 자신을 방어하고, 기묘한 유물을 복구하고, 전리품을 뒤지고, 황폐한 디스토피아 세상의 미스터리를 밝혀내세요.",CM Games,CM Games,https://steamcdn-a.akamaihd.net/steam/apps/1012790/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1012790/ss_db1c62f25abedb0307df05dd90e330c9c068d26d.116x65.jpg?t=1716299172,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1012790/ss_6b7ded40c638333e5007b866dbccfa317a28c597.116x65.jpg?t=1716299172,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1012790/ss_2023ca091eff69f21df79b5d157e058f5b59a77c.116x65.jpg?t=1716299172,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1012790/ss_bcdff6ba001904ec316d5eae10dcaaff543b3b10.116x65.jpg?t=1716299172,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1012790/ss_bbee660d2b13c19277aab75737b4c2bf5ab52c51.116x65.jpg?t=1716299172,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1012790/ss_b75a317f2df254dc559f05cab07939039ec85df9.116x65.jpg?t=1716299172,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1012790/ss_1383b29a081ecf351585026a9230aec2e263cafb.116x65.jpg?t=1716299172,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1012790/ss_d749f745e9b78d62a1c95da804328033851df39e.116x65.jpg?t=1716299172",steam
Saleblazers,https://store.steampowered.com/app/1419850/Saleblazers/?snr=1_7_7_7000_150_16,2023년 9월 30일,"앞서 해보기,오픈 월드 생존 제작,시뮬레이션,3D",Saleblazers,신비한 대나무 숲에서 빈손으로 깨어난 여러분은 한 노인의 허름한 가게에서 피난처를 찾습니다. 1~8인용 오픈 월드 서바이벌 게임에서 가게를 운영하며 밤마다 찾아오는 공포에서 살아남아 집으로 돌아갈 자금을 마련하세요.,Airstrafe Interactive,Airstrafe Interactive,https://steamcdn-a.akamaihd.net/steam/apps/1419850/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1419850/ss_521af71a5e1d15a0ecb62be7eb6d647b47b90dbd.116x65.jpg?t=1716425261,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1419850/ss_adb9279e985bf7ea539c36249e132c7806e943d3.116x65.jpg?t=1716425261,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1419850/ss_6f3ad3374b66799920ee96c791581d8b7282856f.116x65.jpg?t=1716425261,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1419850/ss_a1460fb7d98caf8b6d9fc6a5438ddee98c916ad4.116x65.jpg?t=1716425261,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1419850/ss_9fe641a0d82b7305bb2d239145794bca6efc554e.116x65.jpg?t=1716425261,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1419850/ss_69e77e0b9bf92e78e1a6873b3ae195f3bc286634.116x65.jpg?t=1716425261,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1419850/ss_b16d546a112fa3bb50f5fe5676d8cdbe72557111.116x65.jpg?t=1716425261,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1419850/ss_b239dc45663ee5117e9d9c052c3fe0da591df056.116x65.jpg?t=1716425261,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1419850/ss_41410c36fc691cd6ac840834877af4c6ee3f7b1f.116x65.jpg?t=1716425261,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1419850/ss_fe7f63ce125b459b67744c9845e62711967323bc.116x65.jpg?t=1716425261,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1419850/ss_bb4ba3ec1bf66f39cd1e8e1bb180c588297071b6.116x65.jpg?t=1716425261,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1419850/ss_a7040767538a37e523eb29aa37c714c3c246ac49.116x65.jpg?t=1716425261,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1419850/ss_c5a85bf54a100bb04058788a59c566db0fe3cfaf.116x65.jpg?t=1716425261,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1419850/ss_94e50859df9b10f88202ab75841f1a090af4b556.116x65.jpg?t=1716425261,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1419850/ss_b9346ba2f98cd636583d0c305e8e0d1176408118.116x65.jpg?t=1716425261,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1419850/ss_eb55d48c521ce7d41af7a8401b248acae0cf0ebf.116x65.jpg?t=1716425261,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1419850/ss_97dd721b95cfaa3b406a79a9adb943191467e35f.116x65.jpg?t=1716425261,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1419850/ss_6e8524a69677dae657c56a2a6d3d903f58b5cf35.116x65.jpg?t=1716425261",steam
Dwarf Fortress,https://store.steampowered.com/app/975370/Dwarf_Fortress/?snr=1_7_7_7000_150_16,2022년 12월 6일,"드워프,개척 시뮬레이션,건설,인디,경영",Dwarf Fortress,"The deepest, most intricate simulation of a world that's ever been created. The legendary Dwarf Fortress is now on Steam. Build a fortress and try to help your dwarves survive against a deeply generated world.",Bay 12 Games,Kitfox Games,https://steamcdn-a.akamaihd.net/steam/apps/975370/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/975370/ss_98914e3d8d8cc28ddd94052fedef226ed1bba172.116x65.jpg?t=1713291300,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/975370/ss_a1478493de292f1c57a9522d00ee5b692ce0e4c7.116x65.jpg?t=1713291300,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/975370/ss_58fc8ef09ebe6c5ad61dcb2529804a9e6c15dde9.116x65.jpg?t=1713291300,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/975370/ss_b4d36125ae2ba366148041eab562416c79334b5a.116x65.jpg?t=1713291300,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/975370/ss_c40053b7751d694f2b5e364a68f58d29f35bfc81.116x65.jpg?t=1713291300,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/975370/ss_4e31d98f926436e2192b790aa01895ab89cf583f.116x65.jpg?t=1713291300,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/975370/ss_f6a475e5fdc3222af38a1cde8bde810ca386c12d.116x65.jpg?t=1713291300,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/975370/ss_3a190a3ae9acdf041473e046c95f36894eb1d207.116x65.jpg?t=1713291300,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/975370/ss_37ff0c17b7acbe21667cf239993a83da3f86e5ad.116x65.jpg?t=1713291300,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/975370/ss_77e5facf7600ecbebefaa8e5b5f112bd58ece28a.116x65.jpg?t=1713291300,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/975370/ss_386283c730a351292494a03948675d9c383e580e.116x65.jpg?t=1713291300,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/975370/ss_d6543ced2dc3949d95318c3cd863202bde2f0f9c.116x65.jpg?t=1713291300,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/975370/ss_96423bb72b8a315c70da4e6ea1c7834a0c651cfb.116x65.jpg?t=1713291300,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/975370/ss_f8aa4e5f896a8ecb7abf3a8c7c4ae176ba40f3ae.116x65.jpg?t=1713291300,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/975370/ss_ec5949414dfb5ca13d06032f88e49b9b059d0b7a.116x65.jpg?t=1713291300,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/975370/ss_fb4ed67919a4a2d72818f0e5789d9ed35d6e1a0d.116x65.jpg?t=1713291300,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/975370/ss_a2e5fc146d193d067bf58502abf875cb76e54260.116x65.jpg?t=1713291300,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/975370/ss_6ac3cbfe33f525221f60837373043fa5d0aa8b87.116x65.jpg?t=1713291300",steam
Touhou Danmaku Kagura Phantasia Lost,https://store.steampowered.com/app/2190220/Touhou_Danmaku_Kagura_Phantasia_Lost/?snr=1_7_7_7000_150_16,2024년 2월 8일,"음악,액션,어드벤처,리듬,비주얼 노벨,신념",Touhou Danmaku Kagura Phantasia Lost,"A rhythm game in which players can play popular arrangements of Touhou Project songs. A rebuild of ""Touhou Danmaku Kagura"" as a stand-alone version with a completely new storyline.",UnknownX,Alliance Arts,https://steamcdn-a.akamaihd.net/steam/apps/2190220/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2190220/ss_3b89027fc1403cef9c62cbc3b6c5a201fe06ef0c.116x65.jpg?t=1714663123,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2190220/ss_342025fcb6dc2473d9b1e729e0ec475efe6024da.116x65.jpg?t=1714663123,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2190220/ss_8a5cfa6bd6ece490d686e92a4c9f18f55d24b131.116x65.jpg?t=1714663123,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2190220/ss_bf9ab5d7d1850cad5d48df64e69197a2d5cc5a93.116x65.jpg?t=1714663123,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2190220/ss_eeec95d57622c18f7fc68de9c7ac0336e977b680.116x65.jpg?t=1714663123,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2190220/ss_08e2a1d8f7cd3a00227e30283b714f9575bac96b.116x65.jpg?t=1714663123,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2190220/ss_4abec688e914b2b235532cdd89bff3d0b0183bba.116x65.jpg?t=1714663123,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2190220/ss_3ce266d14e639a56726f9a9c573f123b41d11239.116x65.jpg?t=1714663123",steam
The Pedestrian,https://store.steampowered.com/app/466630/The_Pedestrian/?snr=1_7_7_7000_150_16,2020년 1월 30일,"퍼즐,퍼즐 플랫폼,논리,횡스크롤,플랫폼",The Pedestrian,"I can see the signs in my sleep now, always guiding me closer. Will this really work? Have we almost achieved the impossible?",Skookum Arts,Skookum Arts,https://steamcdn-a.akamaihd.net/steam/apps/466630/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/466630/ss_80565c1d000530d0b4b1a2df6759ada0c8bd719f.116x65.jpg?t=1683644396,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/466630/ss_05f4e30290522c8b3fba137507cd598d408874ae.116x65.jpg?t=1683644396,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/466630/ss_5a041812bd824ff27eb7197431bfc003f54baf8b.116x65.jpg?t=1683644396,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/466630/ss_c68be7eac555ee5a3be3e1a33d529b6c2dc72450.116x65.jpg?t=1683644396,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/466630/ss_275ecfe0f4b7ba97d0398eecf74e8204c3120b9e.116x65.jpg?t=1683644396,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/466630/ss_a1cd4cfe57c81f05fb49d9449f0f2438d6ee01a3.116x65.jpg?t=1683644396,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/466630/ss_a0ea7589e4de81a4293de5d21a3d5a1ae489db6f.116x65.jpg?t=1683644396,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/466630/ss_f404773474d4b6e4386a46c5e694d317bbffe507.116x65.jpg?t=1683644396,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/466630/ss_c9806b881930717d1762a3bf550694613f6ac9ec.116x65.jpg?t=1683644396,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/466630/ss_774be52c39a8000d445fd09dee064647a9a8ca35.116x65.jpg?t=1683644396,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/466630/ss_76c462fe41fe0bd2aee9abf5f0a61c37f2709815.116x65.jpg?t=1683644396,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/466630/ss_4422a0b09e013c75e8a099698c37ccee5fffb357.116x65.jpg?t=1683644396,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/466630/ss_4470707f78d1a347d079a09cf35d8282eb5de3f7.116x65.jpg?t=1683644396,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/466630/ss_b15b4f39431c8322681f2d905d763f682e90fc2e.116x65.jpg?t=1683644396",steam
South Park™: The Fractured But Whole™,https://store.steampowered.com/app/488790/South_Park_The_Fractured_But_Whole/?snr=1_7_7_7000_150_16,2017년 10월 16일,"RPG,코미디,블랙 유머,유머,슈퍼 히어로",South Park™: The Fractured But Whole™,South Park 제작자인 트레이 파커와 맷 스톤이 South Park: The Fractured but Whole을 선보입니다. 2014년 수상 경력에 빛나는 South Park: The Stick of Truth의 속편이죠.,Ubisoft San Francisco,Ubisoft,https://steamcdn-a.akamaihd.net/steam/apps/488790/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/488790/ss_2f851a0caefb87f6e8a27dae8730194edcdc23d4.116x65.jpg?t=1680013571,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/488790/ss_c3be86ef593551a05364c6b0d9c1b0446c18415b.116x65.jpg?t=1680013571,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/488790/ss_f3e0bcbe3358a11a19076c9435a5a2ca9248359a.116x65.jpg?t=1680013571,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/488790/ss_dff077a16bae12a3818ceada24f4b0d98643424f.116x65.jpg?t=1680013571,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/488790/ss_cab2565bbb675f76400dae3a6a267ebf19a9d53c.116x65.jpg?t=1680013571,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/488790/ss_495101cab102331a7f52d18984bbf31907b0ed8c.116x65.jpg?t=1680013571,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/488790/ss_cc1eced77cb2b7a17e843b29749025dbebfb5b75.116x65.jpg?t=1680013571,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/488790/ss_327543b0967e5687ff015fba733d24e67df75dad.116x65.jpg?t=1680013571,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/488790/ss_2e461221344e66450a3ec7438104e4e3e60f840b.116x65.jpg?t=1680013571,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/488790/ss_69d6860b00af0a0e0031b03c9c7e869339679aaf.116x65.jpg?t=1680013571",steam
Summonsters / 서몬스터,https://store.steampowered.com/app/2827780/Summonsters/?snr=1_7_7_7000_150_16,2024년 2월 29일,"전략,오토 배틀러,덱빌딩,로그라이크,인디","Summonsters,Summonsters / 서몬스터","Summonster는 소환수를 구매하고, 유물을 조합하여 몰려오는 적들에게 살아남는 로그라이크 오토배틀러 게임입니다. 플레이어를 대신하여 싸워주는 소환수들로 보스와 엘리트들을 토벌하세요. 살아남기 위해선 유물을 조합하여 강력한 전설 유물을 얻어야 합니다.",SFCO Games,SFCO Games,https://steamcdn-a.akamaihd.net/steam/apps/2827780/library_600x900_2x.jpg,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2827780/ss_7f12f96538e5aad7ed4ba5b1f7231a5416daa470.116x65.jpg?t=1709727326,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2827780/ss_6739a3b2406a8a246a1b4ea9c1b2b0d566f99d94.116x65.jpg?t=1709727326,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2827780/ss_45aa3a036670e469378de6f7a717f5bc0cd43940.116x65.jpg?t=1709727326,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2827780/ss_2b6fc9276af4a5b5047c1a2b4f8a8a2db1cc9c37.116x65.jpg?t=1709727326,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2827780/ss_ac4a678e863ad1216387dc38d5acf226140b6dcb.116x65.jpg?t=1709727326,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2827780/ss_f10a45cce80f835f70a29239d88b42dadb25e63f.116x65.jpg?t=1709727326,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2827780/ss_0c42b7035efc1fe8e8df815c4ef0d840dec642eb.116x65.jpg?t=1709727326,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2827780/ss_7f12f96538e5aad7ed4ba5b1f7231a5416daa470.116x65.jpg?t=1709727326",steam
