title,url,date,tag,K-E,description,company,publisher,thumb,screenshot,platform
이터널 리턴,https://store.steampowered.com/app/1049590/_/?snr=1_7_7_7000_150_1,2023년 7월 20일,"경영,시뮬레이션,건설,샌드박스,자연,경제","Planet Zoo,플래닛 주","플래닛 주에서 야생의 세계를 건설하세요. 플래닛 코스터와 주 타이쿤의 개발자들이 최고의 동물원 시뮬레이션 게임으로 돌아왔습니다. 실감 나는 서식지를 건설하고, 동물원을 관리하고, 생각하고 느끼고 여러분이 창조한 세계를 탐험하는 진짜 살아 있는 동물들을 만나 보세요.",Frontier Developments,Frontier Developments,https://steamcdn-a.akamaihd.net/steam/apps/703080/library_600x900_2x.jpg,"https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_fac76f23b1b655dd0459db1a443bc8adb02e4279.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_275f9a046ba89aa45944a940b4a5c1baaf50c81e.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_6a247086e998d16983a109f2ab9567b16ddd6ec1.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_37ad5481dcb9ba88f42ef718d0a98450a878ec34.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_c57319ad1fcc446a6a241b279a8477f7b741cd76.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_80cb8f59aed7f52334556b26632dad78b3f3cdba.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_41bb0f354ae0223c82d0c35116c1f4dbb0236333.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_b63dffff1cd4a46f08f9cbccac81265336bbd852.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_ea6fdac54d5dddbba8bb761324bf470bc434aef7.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_3b346fae5c8c28dfa60446bda373eefae180ffe3.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_70bff3dd9973ecba56512c358207659f58b844c9.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_5fe82516d6b1d42399dfded9fb86d6249c9d05cd.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_0e79e7d1efa32a533abefe29054966e3ca84b67e.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_df5f2af0b841d22054eb5c8829a3067575092e40.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_847ab2f5384372ae010b20407364329f238833ce.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_8ebd059a7f3d1728ad821b426846fe4fa825c08a.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_2d0f643ad60fdeb233f49333ac83a5ab21380e0c.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_02c241bac536f6c4a99642c66203fa3abac7e9db.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_e05b4b02ef992b703b9b9d0f039945f3131c8b79.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_020e30b562801d1769d09f4532f39ca3fa4bf8a5.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_07636e5b3b3a7d226747df84bc4b16d4535b4609.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_32e883278d54853e94e44afe4da32b2b692d025c.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_e0d50d629d40b9323d2e0dea141fc3070bf7ab91.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_ad75cdee75f5261e163bc46bd6bb67a039ac4176.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_c6249fea7eb245f50ad467834e7d76b7bf34ba18.116x65.jpg?t=1714471716,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/703080/ss_fd56043a2e19d1d176854b115af9c73a0426a880.116x65.jpg?t=1714471716",steam
PUBG: BATTLEGROUNDS,https://store.steampowered.com/app/578080/PUBG_BATTLEGROUNDS/?snr=1_7_7_7000_150_1,2017년 12월 21일,"레이싱,자동차 시뮬레이션,시뮬레이션,VR",iRacing,"We are the world’s premier motorsports racing game. An iRacing membership provides entry into the newest form of motorsport: internet racing. Internet racing is a fun, easy, and inexpensive way for race fan and gamers alike to enjoy the thrill of the racetrack from the comfort of their home.",iRacing.com Motorsport Simulations,iRacing.com Motorsport Simulations,https://steamcdn-a.akamaihd.net/steam/apps/266410/library_600x900_2x.jpg,"https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/266410/ss_9cef0fe394ae6fd4db0776bb2d5fa3a5f41fc8f8.116x65.jpg?t=1712346924,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/266410/ss_eb43a6b6725c3c25ffc7443ca8c97954043497bd.116x65.jpg?t=1712346924,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/266410/ss_074cbf0afeaccb17d57bb1cb17c28804aa88b084.116x65.jpg?t=1712346924,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/266410/ss_478ed07adf75636bb64999109854a202cc47e1b8.116x65.jpg?t=1712346924,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/266410/ss_4feeacfcdb53c9e01b10004f1f89dea3c9016da7.116x65.jpg?t=1712346924,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/266410/ss_14d24f23ab89dc0981d70647245f2123427f10dd.116x65.jpg?t=1712346924,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/266410/ss_ae581359a058e0ad797c1115b991f0b6ce3c0f4e.116x65.jpg?t=1712346924,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/266410/ss_9a26574d69db68b9758c1f11e7a52926dcd30953.116x65.jpg?t=1712346924,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/266410/ss_820901b0397c49e2f5ff52ab33ce2e0bfd86519f.116x65.jpg?t=1712346924,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/266410/ss_cfd069d806d475f64f5faea41fce62112bbae13e.116x65.jpg?t=1712346924,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/266410/ss_b1c213e6584f5c175efdc832cf3614053f5d3470.116x65.jpg?t=1712346924,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/266410/ss_607bf5b751a11507cf99a37d0369b82b7cbb0e3c.116x65.jpg?t=1712346924,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/266410/ss_37c86f0e03b1d4f73a30cb6995ed8e9957340aa9.116x65.jpg?t=1712346924,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/266410/ss_7231654b2f1046bf2f58f5cc645b721bd840f47e.116x65.jpg?t=1712346924,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/266410/ss_23ab9851abb8612619e98709823687e536227897.116x65.jpg?t=1712346924,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/266410/ss_99a4cbc7baa1d0bc1beb76b9487d8f57c74000fc.116x65.jpg?t=1712346924,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/266410/ss_56403200aaf9d458b28eda824f36ad043c3c9c67.116x65.jpg?t=1712346924,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/266410/ss_205b51f0de97d28366ce3f2202f0b6ea641c31b1.116x65.jpg?t=1712346924,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/266410/ss_8e961270566cdc1588e426e5d3f608fdbaa527e3.116x65.jpg?t=1712346924",steam
ELDEN RING,https://store.steampowered.com/app/1245620/ELDEN_RING/?snr=1_7_7_7000_150_1,2022년 2월 25일,"RPG,액션,액션 RPG,횡스크롤,소울라이크","ASTRA: Knights of Veda,별이되어라2: 베다의 기사들","화려한 아트워크의 세계를 보여줄 대작, 별이되어라2: 베다의 기사들. 대재앙이 시작된 신비롭고 고혹적인 세계관 속에서 개성 넘치는 베다의 기사들과 함께 여신의 인도를 따라 세계를 구원하세요. 벨트 스크롤 2D 액션 MORPG 전투의 정점을 느껴보실 수 있습니다.",FLINT,HYBE IM,https://steamcdn-a.akamaihd.net/steam/apps/2484250/library_600x900_2x.jpg,"https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2484250/ss_4dc82a0180880347e30ea7389895503f77cd4bcf.116x65.jpg?t=1715836582,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2484250/ss_9ecdba1a9141126afc08dfefa1f63618d2e0c965.116x65.jpg?t=1715836582,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2484250/ss_2426f0db4cf29031d5056b3b4a46a21686d2582a.116x65.jpg?t=1715836582,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2484250/ss_8c2f43098c10e14ee511559544cee8a59363816e.116x65.jpg?t=1715836582,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2484250/ss_1370290f6f4927b7cc88879900ee8866a1ce65fd.116x65.jpg?t=1715836582,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2484250/ss_e39c8ab0afa305e08d0e40b09c4038aaedc0ba94.116x65.jpg?t=1715836582,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2484250/ss_c65443971acd459a662ccc7ff31197c29c727602.116x65.jpg?t=1715836582,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2484250/ss_7c750aac2fa103d1e005e107b4385aec6b379e6c.116x65.jpg?t=1715836582,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2484250/ss_ffd4a954d2c4d0824ff8504e346637e7aabd464f.116x65.jpg?t=1715836582,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2484250/ss_394f21783320060ba9e1c841e0f5490200a70539.116x65.jpg?t=1715836582",steam
Cyberpunk 2077,https://store.steampowered.com/app/1091500/Cyberpunk_2077/?snr=1_7_7_7000_150_1,2020년 12월 10일,"온라인 협동,오픈 월드 생존 제작,기지 건설,생존",The Planet Crafter,"우주 오픈월드 생존 테라포밍 게임에서 플레이어 10명까지 함께 제작을 즐겨 보세요. 거주 불가능한 행성의 생태계를 조율해서 인류가 살아갈 수 있는 곳으로 바꿔 놓으세요. 생존하고, 자원을 채집하고, 기지를 건설하세요. 그리고 산소와 열기, 압력을 생성해서 새로운 생물권을 구축해 보세요.",Miju Games,Miju Games,https://steamcdn-a.akamaihd.net/steam/apps/1284190/library_600x900_2x.jpg,"https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1284190/ss_4d9dc40278682339d3687ab7489935e2fc2ad2f8.116x65.jpg?t=1716370363,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1284190/ss_f212f88a36949b32fe343348f78fef1b78c93b2e.116x65.jpg?t=1716370363,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1284190/ss_59b42b52f5bda0118ab0337665e66fa7ea1fc034.116x65.jpg?t=1716370363,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1284190/ss_fa893e550c816e6ac478a6909ea6b420d81dbc16.116x65.jpg?t=1716370363,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1284190/ss_f3b233e3c5f7640678e1021626f8bf639df0f0ec.116x65.jpg?t=1716370363,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1284190/ss_36eda137febffc643aea3e2cfc3a2c0f20e594a3.116x65.jpg?t=1716370363,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1284190/ss_290e0045754f190a6e3f32ed1866d55c93e8da5e.116x65.jpg?t=1716370363,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1284190/ss_2f2df5084b59f88a4cab552065a9618551a0a8ff.116x65.jpg?t=1716370363,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1284190/ss_f2490c6e87570eb1b5e155402b3a43734b7bb19f.116x65.jpg?t=1716370363,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1284190/ss_a0048064ddcb0f41df45356f0df5a9117a0ddb2b.116x65.jpg?t=1716370363,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1284190/ss_805e3906ca87927277ebe2f88dffee1c79eb6259.116x65.jpg?t=1716370363,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1284190/ss_c2dae9c04d4d54669a9101a26ce38a46eb859cb0.116x65.jpg?t=1716370363,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1284190/ss_deadc9c730c0069c6c610c04ebc0e6917656c785.116x65.jpg?t=1716370363",steam
Baldur's Gate 3,https://store.steampowered.com/app/1086940/Baldurs_Gate_3/?snr=1_7_7_7000_150_1,2023년 8월 4일,"파티 게임,퍼즐,멀티플레이어,물리,캐주얼",Tricky Towers,화려한 로브를 입고 마법의 힘을 이용해 Tricky Towers를 쌓을 시간입니다! 동화의 세계에서 벽돌을 멋지게 쌓아 봅시다. 누가 쌓은 탑이 가장 튼튼할까요? 쌓은 벽돌이 무너지지 않게 마법을 걸고 탑을 파괴하려는 흑마법을 막아내세요. 친구와 함께 게임하고 영광의 이름을 드높이세요. 광란의 물리학 기반 게임을 다함께 즐겨요.,WeirdBeard,WeirdBeard,https://steamcdn-a.akamaihd.net/steam/apps/437920/library_600x900_2x.jpg,"https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/437920/ss_c6b902a57834cf3d86ac3298671590e4d6800ead.116x65.jpg?t=1667418184,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/437920/ss_4639cd76c0675f8400eda2b72954cc8a99fd7978.116x65.jpg?t=1667418184,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/437920/ss_07caed261e7cf891c48e817e01b1dac1bc441331.116x65.jpg?t=1667418184,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/437920/ss_c66132de16791216cd1b539ce3a286539d788446.116x65.jpg?t=1667418184,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/437920/ss_a6f45834adb3a1655f248c546a927cb4877a6377.116x65.jpg?t=1667418184,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/437920/ss_bb7840339372b1ae4e2844efc9991d8cb1199e57.116x65.jpg?t=1667418184,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/437920/ss_0e7849e50a9239969259511fb3e440ba5308834f.116x65.jpg?t=1667418184,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/437920/ss_e5d6036840fb7ffeeb75a91a2f0767ba0f342d21.116x65.jpg?t=1667418184,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/437920/ss_833951e254393e021f96637f2a985436161ee83e.116x65.jpg?t=1667418184,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/437920/ss_a019e22412007e90592b1ef46c8f3ffc081b0147.116x65.jpg?t=1667418184,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/437920/ss_70e5e2dff34e1e0899ea8a3f56e7068de29f08d1.116x65.jpg?t=1667418184,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/437920/ss_58f2052b4be83a3f83f8c50ac07fd2a7ab980d1e.116x65.jpg?t=1667418184,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/437920/ss_2e504d012351b988f8e1a6bf07a15234ec6b95c1.116x65.jpg?t=1667418184,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/437920/ss_e875e6a836a319150b67a72b233348311abacfb2.116x65.jpg?t=1667418184",steam
Total War: WARHAMMER III,https://store.steampowered.com/app/1142710/Total_War_WARHAMMER_III/?snr=1_7_7_7000_150_1,2022년 2월 17일,"강도,협동,액션,범죄,1인칭 슈팅,슈팅",PAYDAY 3,"PAYDAY 3는 높은 인기를 얻은 협동 슈팅 게임 시리즈의 후속작으로, 플레이어들이 큰 기대를 하고 있습니다. 페이데이 플레이어들은 최초 출시부터 하이스트를 완벽히 계획하고 실행하는 것에서 오는 긴장감을 즐겨 왔습니다. 스릴 만점 협동 FPS 게임 페이데이만의 독특한 경험을 곧 다시 체험하실 수 있습니다.",Starbreeze Studios,Deep Silver,https://steamcdn-a.akamaihd.net/steam/apps/1272080/library_600x900_2x.jpg,"https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1272080/ss_c751853378d528dd15c075465d29c99acee5db4a.116x65.jpg?t=1712932199,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1272080/ss_af05bb8f8199b48aea40a696031e959ba4842d84.116x65.jpg?t=1712932199,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1272080/ss_feab168614803617da20ef134ff05b49692784ba.116x65.jpg?t=1712932199,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1272080/ss_9c46b95ab12abc2f78e4e422b74f7606d6babc19.116x65.jpg?t=1712932199,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1272080/ss_7d989ecb0666807450f12d65278cde100285d43a.116x65.jpg?t=1712932199",steam
Ghost of Tsushima 디렉터스 컷,https://store.steampowered.com/app/2215430/Ghost_of_Tsushima/?snr=1_7_7_7000_150_1,2024년 5월 17일,"싱글 플레이어,유머,리플레이 가치,내레이션",Galacticare,"환자 한 명씩, 은하계를 구하세요! Galacticare의 원장이 되어 병원을 짓고 관리하며 환자들을 최대한 오랫동안 살려두며 돈을 버세요! 그게 올바른 일이기도 하니까요.",Brightrock Games,CULT Games,https://steamcdn-a.akamaihd.net/steam/apps/494730/library_600x900_2x.jpg,"https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/494730/ss_03b14319fa194fcf35256f00a68671a2345257b6.116x65.jpg?t=1716473372,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/494730/ss_6ed673e3746085bddd27f088c694f7c11a0299f4.116x65.jpg?t=1716473372,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/494730/ss_37563f0ce90764c898a7fd18a722880fa0d60440.116x65.jpg?t=1716473372,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/494730/ss_3ce9c4cd64ba11dc720a4f49edd075ac97c216c5.116x65.jpg?t=1716473372,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/494730/ss_1bf98c0449ff8006151cc106067585c5beec7c33.116x65.jpg?t=1716473372,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/494730/ss_db25a20a940138fb9277242a3f74e87fc0b43e26.116x65.jpg?t=1716473372",steam
데이브 더 다이버,https://store.steampowered.com/app/1868140/_/?snr=1_7_7_7000_150_1,2023년 6월 28일,"액션 로그라이크,탄막 슈팅,로그라이트,캐주얼",Nordic Ashes: Survivors of Ragnarok,"노르딕 애쉬: 라그나로크의 생존자는 북유럽에서 영감을 받은 도전적인 로그라이트 서바이벌 게임으로, 다가오는 수많은 크리처로부터 살아남아야 합니다.",Noxfall Studios,Noxfall Studios,https://steamcdn-a.akamaihd.net/steam/apps/2068280/library_600x900_2x.jpg,"https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2068280/ss_c7a95b701b6396e8f546dca1117758c61dd00e2a.116x65.jpg?t=1716384702,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2068280/ss_5d9f14182226f5ced942b38e81c6565814e4eee8.116x65.jpg?t=1716384702,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2068280/ss_ecc92cdf1fe827df4c151575aafc6510ac0a5ff0.116x65.jpg?t=1716384702,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2068280/ss_1e78ba3cb06419d03b382173d611b9cdfbc5af13.116x65.jpg?t=1716384702,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2068280/ss_3928b92d9b5423d55ba7435353a82be783f71633.116x65.jpg?t=1716384702,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2068280/ss_7686306aafa91e053f994d9fb42f48eae4db0d3b.116x65.jpg?t=1716384702,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2068280/ss_677af8e7fcc3097bd82fc3801a459924f0d495be.116x65.jpg?t=1716384702,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2068280/ss_16052cdd2773f0f58f2ee4d1bdc85997d8418803.116x65.jpg?t=1716384702,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2068280/ss_20fbd7f61adf082f9fc512d1adca2484d2eec77e.116x65.jpg?t=1716384702,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2068280/ss_5cb974d61db02d35fb96a56581ac1fd457c28172.116x65.jpg?t=1716384702,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2068280/ss_e2dbabc6c846cb63f962d00b7340c098735e4c56.116x65.jpg?t=1716384702,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2068280/ss_ef2c8064ff3a7d84527d1fe6f2d1e788cbb56809.116x65.jpg?t=1716384702,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2068280/ss_28bdaffce1a35a8f5f77d968af78ee87227582b4.116x65.jpg?t=1716384702",steam
Ready or Not,https://store.steampowered.com/app/1144200/Ready_or_Not/?snr=1_7_7_7000_150_1,2023년 12월 14일,"핵 앤 슬래시,게임즈 워크숍,온라인 협동,고어",Warhammer: Vermintide 2,일인칭 협력 게임 장르의 수준을 높인 멋진 그래픽과 획기적인 전투 액션 게임으로 찬사를 받은 버민타이드의 후속작입니다. 지금 전투에 참여하세요!,Fatshark,Fatshark,https://steamcdn-a.akamaihd.net/steam/apps/552500/library_600x900_2x.jpg,"https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/552500/ss_82f6e4be1711f1fcd5e6c15687df03a9d96d8f32.116x65.jpg?t=1716480548,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/552500/ss_70bcfe361ea570b0617f0bf0d2604124f9a263e5.116x65.jpg?t=1716480548,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/552500/ss_4362d3bdded6bd2e6aaac773753c29cb7f60be3b.116x65.jpg?t=1716480548,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/552500/ss_a82e096cfe8e6b87fc194cd320731cfbb49ac8a8.116x65.jpg?t=1716480548,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/552500/ss_6cb05ad30482ab6306e62646f3de86bdb53eef29.116x65.jpg?t=1716480548,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/552500/ss_f38b39ee77576af242fd57933863d86e206e18e4.116x65.jpg?t=1716480548,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/552500/ss_ed6a44942d80613b16e2312fd6c5263d35bfd1ba.116x65.jpg?t=1716480548,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/552500/ss_586ffa97c9f5684f7690f6802278ace4c6b2a4a5.116x65.jpg?t=1716480548,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/552500/ss_c20d7dd31a621ff3e87359fa4f68c943adcd8145.116x65.jpg?t=1716480548,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/552500/ss_a00899c404ba40877db5f5fdbeff83cb20fc3e37.116x65.jpg?t=1716480548,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/552500/ss_02b2dee939f829fa770fcde5efe4d43595c3e0a7.116x65.jpg?t=1716480548,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/552500/ss_892d6579c228906da58770ce57fc4182a2589563.116x65.jpg?t=1716480548,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/552500/ss_f09440e8be5e0543a297db6eb99287731ab981d9.116x65.jpg?t=1716480548,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/552500/ss_31fc156f21e96edacfcf1ea28287cc36c46d486f.116x65.jpg?t=1716480548,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/552500/ss_47cb6973bf85d08e99621406c87ca8543a6caeae.116x65.jpg?t=1716480548,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/552500/ss_d1a8f778f406ad417d586e2cecb45a2996ab95a2.116x65.jpg?t=1716480548,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/552500/ss_d9c2135d09933b2fa0f11f519325e0ea48056bd9.116x65.jpg?t=1716480548",steam
Counter-Strike 2,https://store.steampowered.com/app/730/CounterStrike_2/?snr=1_7_7_7000_150_1,2012년 8월 22일,"스포츠,시뮬레이션,레슬링,격투,PvP,협동",WWE 2K24,WrestleMania의 역사에서 잊혀지지 않을 커리어를 결정지은 매치들을 다시 경험할 수 있는 WWE 2K24의 2K Showcase of the Immortals에서 WrestleMania의 가장 위대한 순간들을 다시 한 번 생생하게 느껴보세요.,Visual Concepts,2K,https://steamcdn-a.akamaihd.net/steam/apps/2315690/library_600x900_2x.jpg,"https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2315690/ss_23b7bcf6fef542ed4e0ee8c1ef0daad67f1535f3.116x65.jpg?t=1716494586,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2315690/ss_76185bd37cc822103f08060948314e0a8fe96a58.116x65.jpg?t=1716494586,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2315690/ss_81e9d8ebeddac03d15ec5197564714af400f0b5b.116x65.jpg?t=1716494586,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2315690/ss_f204d67d2a0fb1f46b98bb6865c4af1e213dcf7d.116x65.jpg?t=1716494586,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2315690/ss_db362020d3d71ec2b5c71d6909dad3fdfe7b3a5f.116x65.jpg?t=1716494586,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2315690/ss_b6928cef5d656e79b3170674fac1a185a8be225e.116x65.jpg?t=1716494586,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2315690/ss_4d588954fb4bb0fa140d3d43da7e59e239d842b6.116x65.jpg?t=1716494586,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2315690/ss_a62d4d742b455da68d59c2817b518ad0b675bc8c.116x65.jpg?t=1716494586,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2315690/ss_09c58f9ed9b425895927ef2830131f5e7213fb44.116x65.jpg?t=1716494586,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2315690/ss_8f92728643e6c5217298a695537d2c8e6c893b10.116x65.jpg?t=1716494586",steam
