title,url,thumb,releaseDate,description,company,tag,platform
짱구는 못 말려『탄광마을의 흰둥이』,https://store.nintendo.co.kr/70010000075307,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/4/4/44e9ab99dfc0511882e04c4984677af8685127b866e2b6b0fa1ea1fa51081f08_1712650442.jpg,2024/5/2,"양양 그리고 탄광마을 두개의
세계를 오가는 짱구의 신기 일상이 시작된다.

짱구 가족, 양양으로

회사 업무로 인해 고향인 「양양」으로 갑작스럽게 출장을 오게 된 형만.

부모님 댁 근처인 「무지안굽어마을」에 오게 된 짱구 가족은 형만의 아버지, 돌식의 소개로 운치 있는 오래된 민가를 빌려 지내기로 했습니다.

한가로운 시골 풍경이 펼쳐치는 경치 속에서
느긋한 시골 생활이 시작됩니다.

돌식으로부터 곤충 채집이나 물고기 낚시 등 시골 생활의 비법을 전수 받는 짱구.
밤에는 다같이 화로에 모여 향토요리를 먹는 것도 즐거움 중 하나입니다.

마을에서는 농가 사람들과 교류하거나, 새로운 친구를 사귀거나.
평화로운 나날을 보내고 있었지만…


그을음 투성이인 흰둥이를 따라가 보니…

어느 날 아침, 갑자기 그을음 투성이로 돌아온 흰둥이. 고개를 갸웃거리는 짱구를 보고는 힘차게 달리기 시작합니다…!

뒤쫓아 간 끝에 서있는 것은
지금까지 본 적도 없는 신기한 전철이었습니다.


탄광마을에 오신 걸 환영합니다

신기한 전철이 도착한 곳은 마치 옛날 시대에서 시간이 멈춘 듯한 활기가 넘치는 마을이었습니다.

『탄광마을』이라고 하는 그 마을에서는 힘차게 일하고 있는 사람들을 볼 수 있었습니다.

신기한 소녀와의 만남을 계기로 마을 사람들과 점점 친해지는 짱구.

짱구의 새로운 모험이 시작됩니다…!


양양에서 지내는 방법

낚시

대어부터 좀처럼 만날 수 없는 희귀한 물고기까지 자연이 풍요로운 양양의 강에는 다양한 물고기가 살고 있다.
용수로에는 가재도…!
시간과 장소를 바꾸며 원하는 물고기를 GET하자.
잡은 물고기는 『도감』에 컬렉션!

곤충 채집

숲에는 많은 곤충들이 서식하고 있다.
밤에는 반딧불이가 나타나 환상적인 풍경으로.
그 중에서는 이 마을에만 존재하는 고유종도?!
잡은 벌레는 『도감』에 컬렉션!

산나물 캐기

마을 길가나 산 속에서 보기 드문 산나물을 발견할 수도 있다.
채취한 산나물은 여러 가지 심부름에서 대활약!
물론 『도감』에도 컬렉션!

채소 재배

할머니께 채소 키우는 법을 배우자.
많이 키우면 새로운 씨앗을 받을 수 있다.
자연이 풍요로운 마을에서 자라는 신선한 채소는 맛있는 요리 재료로 안성맞춤!


탄광마을에서 지내는 방법

발명

탄광마을에는 굉장한 미인 발명가가!
발명품을 만들어내는 신기한 기계로 발명가 누나와 함께 깜짝 놀랄만한 발명품을 만들자.
발명에는 마을에 떨어져 있는 다양한 아이템이 필요하다.

식당 메뉴 개발

마을 식당은 일하는 사람들의 휴식처. 여주인과 함께 새로운 메뉴를 고민해보자.
짱구가 잡은 물고기나 수집한 식재료가 신메뉴의 재료가 되기도!

광차 레이스

탄광마을 사람들에게 인기 있는 오락 시설.
마을 사람들과 대결할 수 있다.
레이스에서 승리하면 희귀한 아이템을 손에 넣을 수도 있다.

점점 늘어가는 코스!

기분 좋은 점프가 가능한 상쾌한 코스에 스릴 넘치는 코스 등 특색 있는 코스가 다양하게 준비되어 있다.

다양한 광차!

안정적으로 달릴 수 있는 초보자를 위한 광차부터, 스피드가 현격히 빨라지는 상급자를 위한 광차까지 종류도 다양하다.
그중에는 특별한 기술을 가진 색다른 광차도…?

커스터마이즈 파츠도 대단!

상대 선수를 방해할 수 있는 공격 파츠나 부드러운 주행을 도와주는 코너링 파츠, 급가속 파츠 등, 광차의 성능을 업그레이드할 수 있는 아이템이 다양.",neos,"어드벤처,시뮬레이션,기타",nintendo
프린세스 피치 Showtime!,https://store.nintendo.co.kr/70010000072183,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/_/s/_showtime_.jpg,2024/3/22,"피치공주가 주인공인 쇼의 막이 열립니다.

많은 무대가 열리는 「반짝임 극장」에 온 피치공주 일행.
그런데 그곳에 갑자기 나타난 「그레이프 극단」에게 극장을 빼앗겨 버립니다. 비극으로 변한 무대를 구하기 위해 피치공주는 그레이프 극단에 맞서게 되는데...

◆「스텔라」와 협력
극장을 지키는 요정 「스텔라」에게 받은 리본의 힘으로 무대 위에서 어려움에 처한 사람들을 돕거나 앞 길을 막는 그레이프 극단의 부하와 싸우기도 합니다.

◆피치공주가 대변신
무대의 특별한 장소에 가면 피치공주가 변신.
그 무대에 맞는 옷을 입은 피치공주는 능력도 변화합니다. 화려한 검술로 적과 맞서 싸우는 검사. 증거를 모아 범인을 찾는 탐정. 그 외에도 파티시에나 쿵후의 달인, 닌자나 카우걸 등 피치공주를 변신시키는 옷은 다양합니다.",한국닌텐도,액션,nintendo
유니콘 오버로드(Unicorn Overlord),https://store.nintendo.co.kr/70010000065197,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/3/e/3e4a3aa351350e21e7fbb1c65698aab0cd4b37c6d62fc838952c62cfb8f6ae03_1694679105.jpg,2024/3/8,"운명에 저항하는, 유대와 사랑의 환상 전기

ATLUS × VANILLAWARE가 도전하는 신생 시뮬레이션 RPG

망국의 왕자로 살아남아 해방군을 이끌게 된 당신은
거대한 악의 손아귀에 떨어진 세계를 해방하기 위해
일각수의 반지를 되찾고 백성을 지키기 위해 일어선다.

광대한 세계를 자유롭게 누비며 동료를 만나, 육성하고, 지휘하여
함께 각지를 해방해 나가는 새로운 감각의 시뮬레이션 RPG!

인간, 엘프, 수인, 천사 등 동료 캐릭터는 무려 60명 이상!
각기 다른 종족과 병종의 동료를 자유롭게 편성하여 싸워라!

온라인 투기장에서 랭킹 1위를 목표로 전 세계의 플레이어와 대전하라!
최강의 부대를 이루는 것은 바로 당신이다!

※본 상품이 포함된 세트 상품도 있습니다. 중복 구매에 주의하시기 바랍니다.",SEGA,"RPG,전략,시뮬레이션",nintendo
역전재판 456 오도로키 셀렉션,https://store.nintendo.co.kr/70010000067774,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/d/3/d3e3d0a3c8babb64e143e56833430874855f388faaf46451f117bb4ca97f9815_1700813553.jpg,2024/1/25,"변호사 오도로키 호스케의 성장 이야기가 화려하게 부활!

변호사 오도로키 호스케의 성장 이야기가 화려하게 부활!

신임 변호사 '오도로키 호스케'와 전설의 변호사 '나루호도 류이치'가 주인공인 3가지 인기 작품이 하나가 되어 새롭게 등장!
「역전재판 4」「역전재판 5」「역전재판 6」의 본편 14화에, 다운로드 콘텐츠였던 특별편 2화를 더한 총 16화를 수록!

더불어 시리즈 최대급 볼륨의 컬렉션 콘텐츠를 수록!
인기가 많은 오케스트라 음원이나 게임 내 BGM도 즐길 수 있는 「오케스트라 홀」!
아트 및 설정화에 더해, 신작 일러스트, 스페셜 단편 애니메이션 「역전재판 6 프롤로그」까지도 즐길 수 있는 「아트 라이브러리」!
캐릭터의 애니메이션을 손쉽게 재현할 수 있는 「액션 스튜디오」!
일본어와 영어 외에도, 한국어는 물론 프랑스어, 독일어, 중국어(번체/간체)도 지원되어 다양한 언어로 『역전재판 456』을 즐길 수 있다!
보다 아름답고 임장감이 넘치는 법정 배틀을 체감하자!

본작의 일부 표현에 대해서는, 작품의 독창성을 존중해, 제작 당시의 것을 수록하고 있습니다.",CAPCOM,어드벤처,nintendo
페르소나5 택티카,https://store.nintendo.co.kr/70010000069141,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/7/f/7f7315883f1bc5ac38a219fb6513744099f27c001fe3fec726e9ed511e53e109_1687335339.jpg,2023/11/17,"그 마음에 불꽃을 피워라.
혁명극, 개막!!

졸업식을 앞두고 카페 르블랑에서 시간을 보내던 「마음의 괴도단」 멤버들.
그러나 갑자기 큰 진동과 함께 르블랑의 문이 수상한 빛을 내뿜는다.
수수께끼의 이세계에 말려든 조커 일행을 구한 것은
「혁명가 엘」이라 자칭하는 의문의 소녀였는데――

『페르소나5』 시리즈 최신작은
1 MORE와 총공격 등, 배틀의 매력을 유지한 채
동료와 통쾌한 연계를 펼칠 수 있는 시뮬레이션 RPG로 등장!

행동을 함께하게 된 「혁명가 엘」의 정체는…?
엘이 제안한 「혁명을 위한 거래」란…?
괴도단이 헤쳐 나가는 혁명극을 기대하시라!

알림
※본 상품을 포함한 세트 상품도 있습니다. 중복 구매가 되지 않도록 주의하여 주십시오.",SEGA,"RPG,전략,시뮬레이션",nintendo
호그와트 레거시 Hogwarts Legacy,https://store.nintendo.co.kr/70010000062279,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/2/3/231016_hl_se_eshopbanner_1920x1080_en_22_1122.jpg,2023/11/14,"호그와트 레거시는 해리 포터 세계관에서 진행되는 몰입형 오픈월드 액션 RPG입니다. 이제 여러분도 꿈에 그리던 마법 세계에 직접 영향을 끼칠 수 있습니다. 마법 세계에서 펼쳐지는 모험의 주인공이 되어보세요.

1800년대의 호그와트를 경험하세요. 친구를 만들고, 어둠의 마법사와 전투를 펼치고, 마법 세계의 운명을 결정하세요. 레거시를 직접 개척해나가세요. 새로운 이야기를 써 내려가세요.

오픈 월드를 탐험하세요

마법 세계가 당신을 기다립니다. 자유롭게 호그와트, 호그스미드, 금지된 숲, 그리고 주변 오버랜드 지역을 돌아다니세요.

꿈에 그리던 마녀 또는 마법사가 되어보세요

당신의 여정 속에서 주문을 배우고, 마법약을 조제하고, 식물을 기르고, 마법 동물을 기르세요. 기숙사를 배정받고, 우정을 다지고, 스킬을 익혀 꿈에 그리던 마녀나 마법사가 되어보세요.

마법 세계의 새로운 이야기를 경험하세요

잊혀진 시대의 마법 세계를 경험하며, 과거의 숨겨진 진실을 밝혀내세요. 마법 세계의 운명을 위협하는 위험한 악당들을 마주하며, 트롤, 어둠의 마법사, 그리고 다른 많은 것들과 전투를 펼치세요.",WB Games,RPG,nintendo
SANABI,https://store.nintendo.co.kr/70010000056428,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/3/8/388c44e0d71fe18d0cdfb7805aeb0c870144b11c4b241dc64b51e9a8ca837f67_1699344704.jpg,2023/11/9,"사이버펑크 조선을 배경으로 진행되는 빠르고 호쾌한 액션 플랫포머 게임.

기계팔로 무장한 퇴역 군인은 초거대 재벌의 부패한 사유 도시를 오릅니다. 도시에 숨겨진 비밀을 밝혀내기 위해, 그리고 '산나비'를 찾아내 복수하기 위해. 사이버펑크 디스토피아를 배경으로 펼쳐지는 역동적이고 스타일리쉬한 2D ""사슬 액션"" 어드벤처 플랫포머 게임, 산나비입니다.",NEOWIZ,"액션,어드벤처",nintendo
데이브 더 다이버 (DAVE THE DIVER),https://store.nintendo.co.kr/70010000060369,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/e/7/e77cbe3c83da8de952bce5bc0f0960092dbc2e08d377f0e082673239322301bb_1694548864.jpg,2023/10/26,"신비한 비밀의 바다, 블루홀을 탐험하라!

신비한 블루홀을 배경으로 한 해양 어드벤처 게임 [DAVE THE DIVER]에 오신 것을 환영합니다. 낮에는 아름다운 바닷속에서 물고기를 사냥하고, 밤에는 초밥집을 운영해 돈을 벌어 보세요. 개성 강한 동료들의 이야기와 함께 펼쳐지는 바닷속 수수께끼. 신비롭고 새로운 재미가 기다리고 있습니다!

■ 신비로운 블루홀을 탐험하세요!
수많은 어종과 거대 생물이 가득한 아름다운 바닷속
언제 어디서 나타날 지 모르는 해양 생물들이 궁금하지 않으신가요?
위협적인 생물의 습격을 피해 싱싱한 식재료를 획득하세요.
환상적인 해양 생태계와 신비한 고대 유물. 바닷속은 수수께끼로 가득합니다.

■ 밤에만 열리는 초밥집
직접 잡은 싱싱한 재료로 특별한 초밥을 만들어 판매해 보세요!
입소문이 나면 특별한 손님이 깜짝 방문할 수도 있어요.
초밥집을 운영해 자금을 모으면 더 깊은 곳을 탐사할 수 있습니다!

■ 깊은 바닷속 도사리는 위험
조심하세요! 이상 현상으로 발생한 거대 블루홀에는 미지의 생명체가 당신을 기다리고 있습니다.
언제나 장비를 충분히 강화해두세요. 거대 생물에 맞서 자신을 지키는 데 큰 도움이 될 것입니다.",NEXON,"액션,RPG,어드벤처,시뮬레이션",nintendo
저스트 댄스 2024 에디션,https://store.nintendo.co.kr/70070000019047,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/c/c/cc6d38bd36b76684a4e45d2d29db8fddf8cd9fb2ef5b0c3349bc50935fec6c37_1696583434.jpg,2023/10/24,"‘저스트 댄스 2024 에디션’으로 1년 내내 신나게 춤추며 즐거운 시간을 함께하세요!

장르와 시대를 넘나드는 40개의 새로운 인기곡과 함께, 300곡의 노래를 추가로 즐길 수 있는 ‘저스트 댄스+’ 구독 서비스를 1달간 무료로 즐길 수 있습니다. 새로워진 운동 모드와 함께 즐겁게 운동하고, 새로워진 도전 모드에서는 순위표의 스타가 되어 보세요.

역대 최고의 댄스 게임 ‘저스트 댄스’로 365일 내내 신나게 춤추며 즐거운 순간을 나눠보세요! 최신 인기곡부터 오랫동안 사랑받아온 명곡까지, 40곡의 노래가 ‘저스트 댄스 2024 에디션’에서 기다립니다! Miley Cyrus의 “Flowers”, Bad Bunny의 “Tití Me Preguntó”, BLACKPINK의 “How You Like That”과 Whitney Houston의 “I Want to Dance With Somebody”에 맞춰 춤춰보세요!

새롭게 바뀐 노래, 유니버스, 캐릭터
‘저스트 댄스 2024 에디션’에서는 장르와 시대를 넘나드는 40곡의 새로운 노래와 새로운 유니버스를 선보입니다! 이번 에디션은 라틴, 록, 힙합, K-Pop 등 여러분이 사랑하는 다양한 명곡으로 구성되어 있어요!

새로운 ‘운동 모드’와 함께 ‘저스트 댄스’로 운동하세요!
운동을 재미있게 즐길 방법이 필요하세요? 운동 모드로 나만의 운동 계획을 세우고, 소모한 칼로리와 춤을 춘 시간을 확인하며 의욕을 불태워 보세요. 솔로, 로컬, 또는 온라인 멀티플레이로 언제든지 춤추며 운동 모드를 즐기세요!

새로운 도전 모드를 즐기며 순위표 상단에 올라서 보세요
새로운 도전 모드에서 친구와 선의의 경쟁을 즐기고, 순위표 상단에 이름을 올려보세요. 노래 순위표의 점수를 상대로 경쟁하고 더 높은 기록을 세워보세요!

1년 내내 계속되는 콘텐츠 업데이트
이제 완전한 온라인 엔터테인먼트 플랫폼으로 거듭난 ‘저스트 댄스’에는 새로운 노래와 보상이 1년 내내 정기적으로 업데이트됩니다! 일정 기간만 즐길 수 있는 무료 곡과 플레이리스트로 시즌 이벤트에 참여해 보세요. 시즌마다 새롭고 신나는 노래와 전용 진행 내역, 그리고 나의 개성을 드러낼 수 있는 새로운 댄서 카드 보상이 찾아옵니다!

저스트 댄스+로 300곡 이상의 노래를 만나보세요
모든 패키지에는 ‘저스트 댄스+’ 1개월 무료 체험이 포함되어 300곡의 노래뿐만 아니라 게임 내 이벤트로 정기적으로 업데이트되는 특별한 기능까지 이용할 수 있습니다. 오랫동안 사랑받아온 저스트 댄스 역대 수록곡부터 매 시즌 추가되는 전용 신곡까지, 모든 노래에 맞춰 춤춰보세요!

알림

이 소프트웨어에는 인터넷에 접속할 수 있는 환경과, Nintendo Switch Online 가입(유료)이 필요한 모드나 기능이 있습니다.",✕ 1 ~ 6,"액션,음악",nintendo
Super Mario Bros. Wonder(슈퍼 마리오브라더스 원더),https://store.nintendo.co.kr/70010000068690,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/2/0/20230912___1920x1080.jpg,2023/10/20,"마리오와 동료들이 원더의 세계로

「슈퍼 마리오브라더스」시리즈, 약 11년 만의 완전 신작이 Nintendo Switch로 등장. 쿠파에 납치된 「플라워 왕국」을 구하기 위해 마리오와 동료들이 적과 장치를 돌파하면서 골을 향해 달려갑니다.

◆신기한 변화「원더」
새롭게 등장하는 아이템 「원더플라워」에 닿으면, 코스가 크게 변화. 토관이 움직이거나 적의 군단이 출현하거나, 다른 모습으로 변신하거나... 코스마다 다른 놀라움과 설렘이 기다리고 있습니다.

◆좋아하는 캐릭터로 모험
마리오나 루이지, 키노피오는 물론, 피치나 데이지, 키노피코 등 시리즈 최다의 12종류의 캐릭터가 조작 가능. 요시와 톳텐은 데미지를 받지 않으므로 액션 게임을 잘 못하는 분도 안심할 수 있습니다.

◆마리오와 동료들이 코끼리로 대변신
새로운 파워업 「코끼리마리오」는 큰 몸집과 긴 코를 활용한 액션코스 전체를 달립니다. 그 외에도 「거품마리오」나 「드릴마리오」가 새롭게 등장. 마리오들은 특별한 능력을 가진 새로운 모습으로 활약합니다.

◆배지로 펼쳐지는 다채로운 액션
모험을 진행시키면 입수되는 「배지」는 성능이나 액션을 변경가능한 특수한 효과를 갖고 있습니다. 모자를 사용하여 활공하거나, 덩굴을 발사하여 벽에 붙거나 코스의 특성이나 자신의 취향에 맞게 능력을 커스터마이즈 할 수 있습니다.

◆다같이 함께 플레이
Joy-Con을 나눔 플레이하면 최대 4명 플레이 가능. 다양한 조합으로 모험을 즐길 수 있습니다. 온라인에 접속하면 동시간에 세계의 어딘가에서 모험하는 플레이어가 코스나 월드맵에 희미한 모습으로 출현. 다른 세계에 있으면서도 인사하고, 실수한 상대를 구하거나 아이템을 나누는 등 서로 도와가며 함께 모험할 수 있습니다.",✕ 1 ~ 4,액션,nintendo
